block,condition,agent,n_mdps,return_mean,return_sd,return_sem,pct_opt_mean,pct_opt_sd,pct_opt_sem,opt_frac_mean,opt_frac_sd,opt_frac_sem,gap_regret_mean,gap_regret_sd,gap_regret_sem,return_regret_mean,return_regret_sd,return_regret_sem,model
long_horizon,eval,tf_self,50,516.4039440917969,80.7704393082562,11.422665070856887,69.00535415649414,10.555263152537622,1.4927396304735696,0.26334,0.16764656822236088,0.02370880504653691,232.974677362442,79.4639548513843,11.237900267063099,232.67083862304688,80.40790962495205,11.371395631367731,residual
long_horizon,eval,tf_self_eps0.05,50,526.3582458496094,78.35020804444731,11.080392683121095,70.33587783813476,10.269636311436273,1.4523458952272381,0.28414,0.16256791485030342,0.022990574998801357,222.29025932312013,77.81921893603536,11.005299483262236,222.7165368652344,77.91397091756548,11.0186994369964,residual
long_horizon,eval,tf_self_eps0.1,50,528.0917901611328,76.52330878146037,10.822030111640542,70.594361038208,10.146013653953279,1.4348630113443328,0.29394000000000003,0.15262511227828526,0.02158445037426674,220.71695865631102,76.50167896817699,10.818971194110846,220.98299255371094,78.11284192262278,11.04682404424788,residual
long_horizon,eval,tf_self_eps0.2,50,536.3632073974609,65.37903833899634,9.245992271391916,71.67766815185547,8.462940143254682,1.1968404728142474,0.28644,0.14146827148422608,0.02000663481784715,212.0161416053772,62.97562724079973,8.906098614289151,212.71157531738282,64.86683083296846,9.173555191214524,residual
long_horizon,eval,tf_self_eps0.3,50,545.2004858398437,55.708881419639155,7.878425564828821,72.96478775024414,8.063385294278168,1.1403348841807954,0.29638000000000003,0.13152199940135725,0.01860001953038255,203.63164361953736,65.20451316530067,9.221310684630323,203.874296875,65.07054204390032,9.202364306945253,residual
long_horizon,eval,optimal,50,749.0747827148438,43.16491707477756,6.1044411145860416,100.0,4.078082914923468e-06,5.767280166766773e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residual
long_horizon,eval,epsgreedy,50,551.6604675292969,56.44857272356998,7.9830337122276624,73.76255752563476,7.361656173752857,1.0410954002448916,0.31724,0.14669927034026906,0.020746409770544563,196.77550305366515,59.9369033821362,8.476358164966284,197.41431518554688,59.88909071661842,8.469596432963439,residual
long_horizon,eval,greedy,50,521.873441772461,69.88040501190116,9.882581651195542,69.84973724365234,9.717474357548141,1.374258402845736,0.29572,0.15414478219372532,0.02179936415474131,227.09916484832763,77.57557845331992,10.970843515762308,227.2013409423828,78.51459015979721,11.103639824815035,residual
long_horizon,eval,random,50,506.3913348388672,37.51497697047381,5.305418922375838,67.67438018798828,4.374682476263631,0.6186735289007942,0.24938000000000002,0.01689208243466719,0.002388901207583067,242.44038118362425,38.908924983431355,5.502552940892597,242.68344787597655,38.701371143469224,5.473200395352891,residual
long_horizon,contrast,tf_self,50,273.26900268554687,163.42170118283224,23.11131861988446,27.32690034866333,16.34217002330365,2.311131848556306,0.23502000000000003,0.17202283782885888,0.024327703029547974,726.7309743309021,163.42169218090322,23.11131734681945,726.7309973144531,163.42170063794848,23.11131854282626,residual
long_horizon,contrast,tf_self_eps0.05,50,344.5190077209473,153.2895855121007,21.67842108017631,34.4519006729126,15.328958191440904,2.1678420571385875,0.31001999999999996,0.16135744197784202,0.022819388283489395,655.4809813690185,153.28956785596526,21.678418583221692,655.4809954833985,153.28958748679523,21.67842135944029,residual
long_horizon,contrast,tf_self_eps0.1,50,377.5030165100098,140.70357388439015,19.898490246166936,37.75030181884765,14.07035765308053,1.9898490620426557,0.34474,0.14810900701572363,0.020945776643124824,622.4969903564453,140.7035828991396,19.89849152104503,622.4969860839843,140.70357550500103,19.898490475355924,residual
long_horizon,contrast,tf_self_eps0.2,50,444.06002166748044,141.4695102188666,20.00681000138003,44.40600193023682,14.146950696807366,2.0006809541648485,0.41480000000000006,0.14891526148128947,0.02105979824311753,555.9399816322326,141.4694788704564,20.006805568045344,555.9399780273437,141.46951036357453,20.00681002184482,residual
long_horizon,contrast,tf_self_eps0.3,50,473.1680322265625,106.61482059230704,15.077612523161495,47.31680320739746,10.661482393931498,1.5077612996499898,0.44544000000000006,0.11222611286221788,0.015871169086216216,526.8319838905335,106.61478117143103,15.077606948207746,526.8319702148438,106.61482321592678,15.077612894197356,residual
long_horizon,contrast,optimal,50,1000.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residual
long_horizon,contrast,epsgreedy,50,545.3870355224609,98.91648575712158,13.988903570000643,54.53870315551758,9.891648323885866,1.3988903213864485,0.52146,0.10412261414078215,0.014725161306763473,454.61299180984497,98.91648160888244,13.988902983351036,454.6129626464844,98.91648463631209,13.988903411494244,residual
long_horizon,contrast,greedy,50,302.6430061340332,142.6246103591153,20.17016582980391,30.26430055618286,14.262460900131023,2.017016563778127,0.26593999999999995,0.15013115490619988,0.02123175154030839,697.3569892501831,142.62462405143484,20.170167766190307,697.3569903564453,142.6246113540948,20.17016597051526,residual
long_horizon,contrast,random,50,286.967998046875,13.679785297124727,1.9346137897545848,28.696799964904784,1.3679783798257381,0.1934613577782732,0.24944,0.014399773240844986,0.0020364354612300156,713.0319858932495,13.679778936860709,1.9346128902774213,713.0319970703125,13.679783328336061,1.9346135113258216,residual
