layer,head,query_token,ctx_0,ctx_1,ctx_2,ctx_3,START,QCUR,S1,A2,R,QNXT,S3,A0,S3,A1,S3,A2,S3,A3,SEL,A2,UPD
4,3,SELECT,0.0001362181210424751,0.0003231478331144899,8.865040581440553e-05,2.7412112103775144e-05,1.7120590200647712e-05,9.331209184892941e-06,3.4735585359157994e-06,6.014769314788282e-05,4.0012109820963815e-06,3.6716672184411436e-05,4.087730303581338e-06,6.914319965289906e-05,7.03108889865689e-06,6.217673217179254e-06,1.0710461538110394e-05,0.00013239569670986384,1.1010914022335783e-05,9.64418359217234e-06,0.9990435242652893,0.0,0.0
4,3,UPDATE,0.0045840064994990826,0.005154336802661419,0.003048789454624057,0.005547638982534409,0.008128882385790348,0.00955809187144041,0.01771784946322441,0.03312746435403824,0.11353159695863724,0.1009141132235527,0.10059200972318649,0.09666578471660614,0.07405056804418564,0.07471222430467606,0.068222276866436,0.08674893528223038,0.06388448923826218,0.06026226654648781,0.001731647877022624,0.05414552614092827,0.017671454697847366
4,4,SELECT,0.0030786076094955206,0.0032413722947239876,0.001321416930295527,0.000925433705560863,0.00041196492384187877,0.0002611174713820219,6.994529394432902e-05,5.396815686253831e-05,4.993587936041877e-06,1.6001622498151846e-05,4.975931915396359e-06,2.8485852453741245e-05,1.116888779506553e-05,1.1339039701852016e-05,1.928732672240585e-05,5.9660160331986845e-05,2.4686421966180205e-05,3.239557918277569e-05,0.9904232025146484,0.0,0.0
4,4,UPDATE,0.0006260701338760555,0.0004221639537718147,0.00028493296122178435,0.0004194140783511102,0.0005640548188239336,0.0007306194747798145,0.001561913639307022,0.006195918656885624,0.06410220265388489,0.032664619386196136,0.13028140366077423,0.051707759499549866,0.12119991332292557,0.13584916293621063,0.1154276579618454,0.04956768453121185,0.10984191298484802,0.10127270966768265,0.0006629718700423837,0.07093886286020279,0.005678074900060892
4,5,SELECT,0.36201679706573486,0.07842041552066803,0.1535474956035614,0.09937702119350433,0.06148622930049896,0.057127945125103,0.042978305369615555,0.01539634633809328,0.006892910692840815,0.02859070710837841,0.0035161462146788836,0.038353998214006424,0.002974138129502535,0.003206033958122134,0.0032371440902352333,0.034447599202394485,0.002827608725056052,0.0026580195408314466,0.002945084823295474,0.0,0.0
4,5,UPDATE,0.00044637906830757856,0.0006192559376358986,0.00044707051711156964,0.0005516388919204473,0.0006650876021012664,0.0007056289468891919,0.0007845231448300183,0.004435093142092228,0.011742602102458477,0.002985884202644229,0.03482187166810036,0.004002176225185394,0.04749271646142006,0.04624759033322334,0.04966151341795921,0.005181394517421722,0.06012984365224838,0.06043044850230217,0.5939949154853821,0.0714510977268219,0.0032032406888902187
4,6,SELECT,0.00016412379045505077,0.000263058376731351,0.00011448096483945847,6.479454896179959e-05,3.619652852648869e-05,2.5263658244512044e-05,7.469212505384348e-06,1.0773765097837895e-05,6.726058927597478e-06,8.859451554599218e-06,1.4529699001286644e-05,4.071672447025776e-05,2.5690153051982634e-05,3.255192132201046e-05,4.71686726086773e-05,0.00010623544221743941,5.096181484987028e-05,5.38777640031185e-05,0.99892657995224,0.0,0.0
4,6,UPDATE,0.006346757058054209,0.004161723889410496,0.0035192188806831837,0.008361231535673141,0.011330750770866871,0.014852146618068218,0.03723427280783653,0.05749502778053284,0.12317704409360886,0.15259014070034027,0.08170191198587418,0.1011708453297615,0.06213206797838211,0.05956953763961792,0.05363200604915619,0.07325339317321777,0.04817706719040871,0.0477670319378376,0.0008887314470484853,0.04583855718374252,0.00680052675306797
4,7,SELECT,2.568547188275261e-06,3.9830269997764844e-06,5.086315013613785e-06,4.6491754801536445e-06,3.01480963571521e-06,2.6121999781025806e-06,1.4894332025505719e-06,3.3508364140288904e-05,1.0814569577632938e-06,1.9184113625669852e-05,8.69594316554867e-07,5.897992741665803e-05,1.2722009614662966e-06,1.0225435289612506e-06,1.8433449895383092e-06,0.00014181876031216234,1.907015416691138e-06,1.8324360553378938e-06,0.9997132420539856,0.0,0.0
4,7,UPDATE,0.002908308058977127,0.0024589220993220806,0.0015947817591950297,0.0020189329516142607,0.002841494744643569,0.0032776377629488707,0.007156387437134981,0.11575602740049362,0.1000475212931633,0.15558002889156342,0.06148636341094971,0.13813036680221558,0.0448615737259388,0.04749421030282974,0.040094971656799316,0.12568369507789612,0.035919737070798874,0.034546174108982086,0.026589274406433105,0.031190140172839165,0.020363422110676765
