checkpoint,data,alpha,group,rule,n,follow_teacher,follow_teacher_sem,follow_rule,follow_rule_sem,chance,clean_n,clean_follow_teacher,clean_follow_rule,acc_teacher,acc_q_g0.9,acc_q_g0.5,acc_q_g0
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,q_g0.5,6120,0.7253267973856209,0.00570557339004069,0.23643790849673202,0.005431315394582476,0.36452886710239657,2727,0.5361202786945362,0.4085075174184085,0.9281094342428072,0.9281094342428072,0.9036730884607693,0.8100144804690259
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,q_g0,18274,0.8564080113822918,0.002594111598267964,0.11108678997482763,0.002324577760281202,0.37267429134289154,5403,0.6642605959652045,0.2637423653525819,0.9281094342428072,0.9281094342428072,0.9036730884607693,0.8100144804690259
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,most_tried,19521,0.8191690999436504,0.002754685811753745,0.14620152656113927,0.0025287308676185507,0.39402865290371053,7473,0.6892814130871137,0.25558677907132343,0.9281094342428072,0.9281094342428072,0.9036730884607693,0.8100144804690259
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,last_astar,24346,0.7976258933705742,0.002574917302089589,0.1643801856567814,0.002375282610140174,0.36110312440099673,0,nan,nan,0.9281094342428072,0.9281094342428072,0.9036730884607693,0.8100144804690259
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,q_g0.5,2565,0.7914230019493177,0.008022206847473108,0.16647173489278752,0.00735506870284807,0.36760883690708257,835,0.5688622754491018,0.3449101796407186,0.9108395501614519,0.9108395501614519,0.8659334380802742,0.6177069437618479
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,q_g0,9781,0.9177998159697373,0.002777274128948716,0.0525508639198446,0.0022561930269508704,0.38336230105987795,1971,0.7539320142059868,0.14865550481988837,0.9108395501614519,0.9108395501614519,0.8659334380802742,0.6177069437618479
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,most_tried,8785,0.8322140011383039,0.003986800324766637,0.14194649971542403,0.0037234767342868595,0.4080724720166951,3290,0.721580547112462,0.23860182370820668,0.9108395501614519,0.9108395501614519,0.8659334380802742,0.6177069437618479
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,last_astar,8254,0.7781681608916888,0.004573160422755554,0.17942815604555368,0.004223489027653871,0.37399038849850574,0,nan,nan,0.9108395501614519,0.9108395501614519,0.8659334380802742,0.6177069437618479
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,q_g0.5,1862,0.7024704618689581,0.010594714043628413,0.2749731471535983,0.010347426489777808,0.35535266738274257,1011,0.5450049455984174,0.43224530168150344,0.9479150204321225,0.9479150204321225,0.9299437834420788,0.8804723307218171
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,q_g0,4561,0.8153913615435212,0.005744854404572459,0.1604911203683403,0.005435107212197428,0.34983190820726445,1809,0.6412382531785517,0.3228302929795467,0.9479150204321225,0.9479150204321225,0.9299437834420788,0.8804723307218171
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,most_tried,3476,0.7744533947065593,0.00708885196967741,0.2008055235903337,0.006794760921040015,0.3516494054468738,1512,0.6130952380952381,0.3558201058201058,0.9479150204321225,0.9479150204321225,0.9299437834420788,0.8804723307218171
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,last_astar,8317,0.83587832151016,0.004061356895375249,0.15690753877600097,0.003988192912115885,0.3437637770029257,0,nan,nan,0.9479150204321225,0.9479150204321225,0.9299437834420788,0.8804723307218171
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,q_g0.5,1693,0.6503248670998228,0.011589616774109274,0.3000590667454223,0.01113795846857844,0.3699547154951762,881,0.4948921679909194,0.44154370034052215,0.9218206747955536,0.9218206747955536,0.9075411446818964,0.8682526742261419
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,q_g0,3932,0.7512716174974567,0.006893732211562429,0.19938962360122076,0.0063716972096116275,0.37258392675483215,1623,0.581022797288971,0.3376463339494763,0.9218206747955536,0.9218206747955536,0.9075411446818964,0.8682526742261419
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,most_tried,7260,0.824793388429752,0.004461485855352415,0.12520661157024793,0.0038841685452344317,0.39732552800734616,2671,0.6926244852115313,0.21976787719955074,0.9218206747955536,0.9218206747955536,0.9075411446818964,0.8682526742261419
coconut_transformer_bootstrapcont_lr3e-4-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,last_astar,7775,0.7773633440514469,0.004718024211469531,0.15639871382636655,0.004119409880939264,0.36596998928188634,0,nan,nan,0.9218206747955536,0.9218206747955536,0.9075411446818964,0.8682526742261419
