checkpoint,data,alpha,group,rule,n,follow_teacher,follow_teacher_sem,follow_rule,follow_rule_sem,chance,clean_n,clean_follow_teacher,clean_follow_rule,acc_teacher,acc_q_g0.9,acc_q_g0.5,acc_q_g0
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,q_g0.5,6120,0.6253267973856209,0.006187342047327859,0.2957516339869281,0.005833789967855432,0.36452886710239657,2727,0.4363769710304364,0.46828016134946826,0.8387728297772161,0.8387728297772161,0.8236284247716819,0.7554478349932895
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,q_g0,18274,0.743953157491518,0.003228610818635039,0.1834300098500602,0.002862958758338359,0.37267429134289154,5403,0.507125670923561,0.36812881732370906,0.8387728297772161,0.8387728297772161,0.8236284247716819,0.7554478349932895
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,most_tried,19521,0.7015009476973516,0.003275175515432093,0.23200655704113518,0.0030211887227804025,0.39402865290371053,7473,0.5535929345644319,0.357420045497123,0.8387728297772161,0.8387728297772161,0.8236284247716819,0.7554478349932895
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,ALL,last_astar,24346,0.6516060133081409,0.003053613437994952,0.2693255565595991,0.0028430659423114763,0.36110312440099673,0,nan,nan,0.8387728297772161,0.8387728297772161,0.8236284247716819,0.7554478349932895
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,q_g0.5,2565,0.6693957115009747,0.009288637610798903,0.247953216374269,0.008526359057496831,0.36760883690708257,835,0.39520958083832336,0.47305389221556887,0.8011357309876406,0.8011357309876406,0.7740608484502214,0.5917643754826932
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,q_g0,9781,0.7928637153665269,0.004097658234656428,0.13321746242715468,0.0034359277706896892,0.38336230105987795,1971,0.49518011161846776,0.33079654997463215,0.8011357309876406,0.8011357309876406,0.7740608484502214,0.5917643754826932
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,most_tried,8785,0.7100739897552647,0.0048408821384132595,0.23084803642572566,0.004495709970554283,0.4080724720166951,3290,0.5723404255319149,0.35106382978723405,0.8011357309876406,0.8011357309876406,0.7740608484502214,0.5917643754826932
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=goal,last_astar,8254,0.5785073903561909,0.005435220975143358,0.33995638478313545,0.0052139358799148895,0.37399038849850574,0,nan,nan,0.8011357309876406,0.8011357309876406,0.7740608484502214,0.5917643754826932
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,q_g0.5,1862,0.6407089151450054,0.01111894970463573,0.3007518796992481,0.010627472519708159,0.35535266738274257,1011,0.49060336300692386,0.456973293768546,0.8694376086514799,0.8694376086514799,0.8551464113968347,0.8174121153281705
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,q_g0,4561,0.7237447928085946,0.006620913688354037,0.21837316377987284,0.006117434499032607,0.34983190820726445,1809,0.538971807628524,0.3941404090657822,0.8694376086514799,0.8694376086514799,0.8551464113968347,0.8174121153281705
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,most_tried,3476,0.6383774453394706,0.008149418827212396,0.3058112773302647,0.007814939883455187,0.3516494054468738,1512,0.45701058201058203,0.4781746031746032,0.8694376086514799,0.8694376086514799,0.8551464113968347,0.8174121153281705
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=orig,last_astar,8317,0.720091379103042,0.004922872549910484,0.23794637489479378,0.004669269727129114,0.3437637770029257,0,nan,nan,0.8694376086514799,0.8694376086514799,0.8551464113968347,0.8174121153281705
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,q_g0.5,1693,0.5416420555227407,0.012109608180474206,0.3626698168930892,0.011684482184789034,0.3699547154951762,881,0.41316685584562995,0.4767309875141884,0.8386220067577493,0.8386220067577493,0.8319577499385901,0.8028360384396848
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,q_g0,3932,0.6457273652085452,0.007627577779654787,0.2678026449643947,0.00706178927976169,0.37258392675483215,1623,0.48613678373382624,0.3844731977818854,0.8386220067577493,0.8386220067577493,0.8319577499385901,0.8028360384396848
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,most_tried,7260,0.7213498622589531,0.0052617995235101755,0.19807162534435263,0.0046774657111555255,0.39732552800734616,2671,0.585174092100337,0.2968925496068888,0.8386220067577493,0.8386220067577493,0.8319577499385901,0.8028360384396848
coconut_transformer_bootstrap-continuous.pt,bootstrap_dataset.pt:val,0.5,task=shifted,last_astar,7775,0.6559485530546624,0.005387612907033418,0.22790996784565917,0.004757353616028778,0.36596998928188634,0,nan,nan,0.8386220067577493,0.8386220067577493,0.8319577499385901,0.8028360384396848
coconut_transformer_bootstrap-discrete.pt,bootstrap_dataset.pt:val,0.5,ALL,q_g0.5,6120,0.5112745098039215,0.006389749826700865,0.3215686274509804,0.005970546516109309,0.36452886710239657,2727,0.44554455445544555,0.38613861386138615,0.6006657910605573,0.6006657910605573,0.5930687954136391,0.5681111817475454
coconut_transformer_bootstrap-discrete.pt,bootstrap_dataset.pt:val,0.5,ALL,q_g0,18274,0.5463500054722557,0.003682808362108917,0.2850497975265404,0.0033395000544695387,0.37267429134289154,5403,0.4416065148991301,0.35850453451786046,0.6006657910605573,0.6006657910605573,0.5930687954136391,0.5681111817475454
coconut_transformer_bootstrap-discrete.pt,bootstrap_dataset.pt:val,0.5,ALL,most_tried,19521,0.5293786178986732,0.003572465098542098,0.3202704779468265,0.003339454184354087,0.39402865290371053,7473,0.47303626388331327,0.3914090726615817,0.6006657910605573,0.6006657910605573,0.5930687954136391,0.5681111817475454
coconut_transformer_bootstrap-discrete.pt,bootstrap_dataset.pt:val,0.5,ALL,last_astar,24346,0.4696048632218845,0.003198543420936811,0.33290889673868396,0.0030202400778380776,0.36110312440099673,0,nan,nan,0.6006657910605573,0.6006657910605573,0.5930687954136391,0.5681111817475454
coconut_transformer_bootstrap-discrete.pt,bootstrap_dataset.pt:val,0.5,task=goal,q_g0.5,2565,0.5072124756335282,0.009871454113449146,0.3247563352826511,0.009246244861855712,0.36760883690708257,835,0.46347305389221555,0.38323353293413176,0.5714842445162008,0.5714842445162008,0.5636909012998144,0.5045636452994453
