block,condition,agent,n_mdps,final_cumreward_mean,final_cumreward_sd,final_cumreward_sem,opt_frac_mean,opt_frac_sd,opt_frac_sem,gap_regret_mean,gap_regret_sd,gap_regret_sem,pre_rate_mean,pre_rate_sd,pre_rate_sem,pre_pct_opt_mean,pre_pct_opt_sd,pre_pct_opt_sem,post_rate_mean,post_rate_sd,post_rate_sem,post_pct_opt_mean,post_pct_opt_sd,post_pct_opt_sem,end_rate_mean,end_rate_sd,end_rate_sem,end_pct_opt_mean,end_pct_opt_sd,end_pct_opt_sem,model
nonstationary,action_permute,tf_legacy,50,77.92559211730958,8.884803055752567,1.2565008980459198,0.2830666666666667,0.1176890865307203,0.01664375023150454,33.97500658035278,9.395110680117218,1.3286692943818084,0.5088029643893242,0.105031156601715,0.014853648613787778,68.34967018127442,14.717039183729435,2.081303641160643,0.5071184182167053,0.10232878739648849,0.014471475895730704,67.83545997619629,14.479243269210365,2.0476742204216647,0.5132097578048707,0.1032828709186943,0.01460640368140472,68.93390335083008,14.375315067959571,2.0329765532494735,overwrite
nonstationary,action_permute,tf_self,50,76.83249938964843,11.419686565416665,1.6149875618862075,0.2768,0.11738836062780822,0.016601221166459023,35.63951798439026,12.245443522187058,1.73176723063507,0.5207047942280769,0.10659225766170118,0.015074421642914525,70.05251644134522,15.511641943603225,2.1936774411319035,0.5144645178318024,0.12589193030555487,0.017803807523144415,69.03212543487548,18.385391203514413,2.6000869589545084,0.49548789888620376,0.13287694162618496,0.018791637297440884,66.64288078308105,18.957790515436443,2.6810364459558245,overwrite
nonstationary,action_permute,optimal,50,112.1449819946289,6.673476860468286,0.9437721484257272,1.0,0.0,0.0,0.0,0.0,0.0,0.7476444089412689,0.05865873886789663,0.008295598405868122,100.00000091552734,3.3202135820067952e-06,4.695491077649364e-07,0.7521168255805969,0.05727986972186899,0.008100596861163113,99.99999938964844,4.315837287515549e-06,6.103515625e-07,0.747207053899765,0.05633074385952495,0.007966370194470511,99.99999984741211,3.6115464402947327e-06,5.107497957005085e-07,overwrite
nonstationary,action_permute,epsgreedy,50,77.51251129150391,9.064594542617495,1.2819272539582804,0.27826666666666666,0.10966706986671947,0.015509265755123243,34.79263998985291,9.307965159424484,1.316345056655435,0.5419934266805648,0.0954276814565218,0.013495512134163265,73.08197456359864,14.913443580665893,2.1090794173463676,0.5068604201078415,0.11249453175624069,0.015909129250248642,67.40072078704834,14.001434656944596,1.980101878453173,0.5000058451294899,0.10534919672584053,0.014898626279479493,67.01268089294433,14.153816803252674,2.0016519682504135,overwrite
nonstationary,action_permute,greedy,50,75.75514266967774,9.870919266790352,1.3959587900184802,0.28026666666666666,0.11761777520036629,0.01663366528645079,36.33972096443176,10.067689635249856,1.4237863223933385,0.5173769921064377,0.08938062720165618,0.012640329520199575,69.66916961669922,13.331920943712305,1.8854183411083854,0.4955061745643616,0.1100373137650388,0.015561626149362151,66.23044357299804,15.35737355877999,2.1718605969256624,0.49293245702981947,0.11699048258075175,0.016544952713427243,66.17564052581787,16.242475336730116,2.2970328907714235,overwrite
nonstationary,action_permute,random,50,76.54237808227539,5.753691380488402,0.8136948383995873,0.26066666666666666,0.04005098791107483,0.0056640650290282896,36.14172002792358,6.3566911256949865,0.8989718801774547,0.5064195680618286,0.06932778970225466,0.009804430044627834,67.95104484558105,9.576246078720022,1.3542857081148023,0.5036549353599549,0.08463593605455766,0.011969328863249746,67.3134415435791,12.187876456340437,1.7236260181084382,0.5199025517702103,0.08027930561599886,0.011353208278004016,69.83912414550781,11.054543752446882,1.5633485700557146,overwrite
nonstationary,action_permute,optimal_frozen,50,86.22724349975586,12.092571797807917,1.7101479040430356,0.48013333333333336,0.15854491412820018,0.02242163678053784,26.060476388931274,11.87337369786706,1.6791486114647582,0.7476444089412689,0.05865873886789663,0.008295598405868122,100.00000091552734,3.3202135820067952e-06,4.695491077649364e-07,0.4866532415151596,0.11914712156089025,0.01684994752291268,65.07921131134033,16.8780370302783,2.3869148874454886,0.48133795589208606,0.13118257037909858,0.018552017017708426,64.72379684448242,18.439704888990303,2.607768074016755,overwrite
nonstationary,reward_resample,tf_legacy,50,76.3403476715088,9.482819748410046,1.3410732297740908,0.29053333333333337,0.12589518009789766,0.017804267113185022,34.1049861907959,8.755733859950544,1.2382477573271389,0.5088029643893242,0.105031156601715,0.014853648613787778,68.34967018127442,14.717039183729435,2.081303641160643,0.5020107713341713,0.10470808160203446,0.014807958909166589,69.08941535949707,14.971249631081907,2.117254427394923,0.4880373650789261,0.09981799512907845,0.014116396248043428,67.92475620269775,13.9131343917738,1.9676143351966051,overwrite
nonstationary,reward_resample,tf_self,50,76.4822509765625,8.725676074157137,1.2339969444947447,0.28613333333333335,0.10382996740594344,0.01468377480862416,33.854295349121095,8.805326915686562,1.245261274529279,0.5207047942280769,0.10659225766170118,0.015074421642914525,70.05251644134522,15.511641943603225,2.1936774411319035,0.49115356922149656,0.09586090778171226,0.013556779588629404,67.53398628234864,13.450986173214773,1.902256707345331,0.5043880584836006,0.09910788861400753,0.014015972021609148,70.22401550292969,13.93130607331918,1.970184199045865,overwrite
nonstationary,reward_resample,optimal,50,110.49433898925781,5.380017601454161,0.7608493857782442,1.0,0.0,0.0,0.0,0.0,0.0,0.7476444089412689,0.05865873886789663,0.008295598405868122,100.00000091552734,3.3202135820067952e-06,4.695491077649364e-07,0.7297138559818268,0.052635642789748825,0.00744380398974884,99.99999954223632,3.5851362399288784e-06,5.070148293462702e-07,0.7207517898082734,0.05854781819328707,0.00827991185363008,99.99999938964844,4.315837287515549e-06,6.103515625e-07,overwrite
