block,condition,agent,seed,return,opt_frac,gap_regret,model,agreement,tf_pred_true_opt,teacher_true_opt
size_sweep,2x2,optimal,9999,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10000,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10001,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10002,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10003,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10004,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10005,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10006,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10007,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10008,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10009,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10010,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10011,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10012,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10013,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10014,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10015,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10016,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10017,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10018,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10019,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10020,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10021,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10022,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10023,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10024,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10025,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10026,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10027,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10028,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10029,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10030,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10031,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10032,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10033,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10034,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10035,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10036,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10037,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10038,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10039,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10040,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10041,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10042,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10043,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10044,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10045,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10046,200.0,1.0,0.0,overwrite,,,
