block,condition,agent,n_mdps,return_mean,return_sd,return_sem,pct_opt_mean,pct_opt_sd,pct_opt_sem,opt_frac_mean,opt_frac_sd,opt_frac_sem,gap_regret_mean,gap_regret_sd,gap_regret_sem,return_regret_mean,return_regret_sd,return_regret_sem,n_states,n_actions,agreement_mean,agreement_sd,agreement_sem,tf_pred_true_opt_mean,tf_pred_true_opt_sd,tf_pred_true_opt_sem,teacher_true_opt_mean,teacher_true_opt_sd,teacher_true_opt_sem,model
size_sweep,2x2,tf_legacy,50,115.7350019645691,69.18081422522646,9.783644573332879,57.867500705718996,34.59040702250487,4.891822273923194,0.5565,0.36410955124264793,0.05149286655569341,84.26500484466553,69.18081782158443,9.7836450819347,84.26499801635742,69.18081435102806,9.783644591123913,2,2,0.9840000000000001,0.014568627181693683,0.0020603150145508528,0.42840000000000006,0.33738707861494416,0.047713738234669165,0.43000000000000005,0.3375844565529083,0.04774165169034738,overwrite
size_sweep,2x2,tf_self,50,108.00200281143188,70.43907720757986,9.961589830800499,54.00100109100342,35.21953847704367,4.980794897475622,0.5158,0.37073198416326675,0.05242942000091793,91.99800682067871,70.43908548518775,9.961591001431033,91.99799758911132,70.43907781980273,9.961589917381888,2,2,0.9840000000000001,0.014568627181693683,0.0020603150145508528,0.42840000000000006,0.33738707861494416,0.047713738234669165,0.43000000000000005,0.3375844565529083,0.04774165169034738,overwrite
size_sweep,2x2,optimal,50,200.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9840000000000001,0.014568627181693683,0.0020603150145508528,0.42840000000000006,0.33738707861494416,0.047713738234669165,0.43000000000000005,0.3375844565529083,0.04774165169034738,overwrite
size_sweep,2x2,random,50,103.9740054321289,6.866230866214633,0.9710316813385498,51.98700218200683,3.4331155347891755,0.4855158550492613,0.4946,0.03613805727586182,0.005110693071733949,96.026003074646,6.866226949092314,0.9710311273737989,96.0259945678711,6.866230866214633,0.9710316813385498,2,2,0.9840000000000001,0.014568627181693683,0.0020603150145508528,0.42840000000000006,0.33738707861494416,0.047713738234669165,0.43000000000000005,0.3375844565529083,0.04774165169034738,overwrite
size_sweep,2x3,tf_legacy,50,84.65100177764893,71.36199728880588,10.092110440386131,42.32550077438354,35.68099858623072,5.046055211966271,0.3928999999999999,0.37558945509094127,0.05311637012739296,115.34901317596436,71.36201095451042,10.092112373008602,115.34899826049805,71.36199747047365,10.092110466077834,2,3,0.9791999999999998,0.013376799897965298,0.0018917651836853557,0.36920000000000003,0.3426954380573312,0.04846445362640667,0.37160000000000004,0.3440239668917245,0.04865233597596694,overwrite
size_sweep,2x3,tf_self,50,67.13300113677978,68.9548804635803,9.751692714341083,33.566500453948976,34.4774402175358,4.875846355154672,0.3007,0.36292042474057257,0.05132469867303219,132.86701736450195,68.95488810852126,9.751693795499001,132.86699951171875,68.95488110732155,9.751692805379845,2,3,0.9791999999999998,0.013376799897965298,0.0018917651836853557,0.36920000000000003,0.3426954380573312,0.04846445362640667,0.37160000000000004,0.3440239668917245,0.04865233597596694,overwrite
size_sweep,2x3,optimal,50,200.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.9791999999999998,0.013376799897965298,0.0018917651836853557,0.36920000000000003,0.3426954380573312,0.04846445362640667,0.37160000000000004,0.3440239668917245,0.04865233597596694,overwrite
size_sweep,2x3,random,50,72.07300025939941,6.413445173596932,0.9069981146037049,36.036500129699704,3.206722586798466,0.45349905730185247,0.32669999999999993,0.03375496939983316,0.004773673552273287,127.92700706481934,6.413440813469668,0.906997497988594,127.9270004272461,6.413445877727903,0.9069982141828619,2,3,0.9791999999999998,0.013376799897965298,0.0018917651836853557,0.36920000000000003,0.3426954380573312,0.04846445362640667,0.37160000000000004,0.3440239668917245,0.04865233597596694,overwrite
size_sweep,2x4,tf_legacy,50,53.41500171661377,58.06930251894504,8.21223951798382,26.70750072479248,29.034651188754584,4.106119748990884,0.2285,0.3056279083580996,0.04322231330397459,146.5849917984009,58.06930871546037,8.212240394303423,146.58499893188477,58.069303230199964,8.212239618570456,2,4,0.9767999999999999,0.014205489022464072,0.002008959523571081,0.26520000000000005,0.35333536130851717,0.04996916600285027,0.2676,0.35888466682436104,0.05075395631507609,overwrite
size_sweep,2x4,tf_self,50,41.12200201034546,53.425446100624434,7.555499045133586,20.561000843048095,26.712722650227175,3.7777494659862234,0.1638,0.28118655293420486,0.03976578367164927,158.87799003601074,53.425449625522724,7.555499543629483,158.87799911499025,53.42544681003792,7.555499145459803,2,4,0.9767999999999999,0.014205489022464072,0.002008959523571081,0.26520000000000005,0.35333536130851717,0.04996916600285027,0.2676,0.35888466682436104,0.05075395631507609,overwrite
