layer,head,query_token,BOS,ctx_0,ctx_1,ctx_2,ctx_3,QCUR,S1,A2,R,QNXT,S3,A0,S3,A1,S3,A2,S3,A3,SEL,A2,UPD
1,0,SELECT,1.455219833523813e-10,4.655413207710346e-11,5.683051806926187e-10,4.210424786599276e-10,2.9711779703234242e-08,4.89316698271125e-10,1.3921639396841101e-09,1.0372080971876585e-09,1.0824311402757303e-07,3.883292976070152e-08,0.3237372934818268,1.1077794681568776e-08,0.01914924383163452,4.985721169248336e-09,1.1354550224496052e-05,1.693625101273355e-10,0.6571018695831299,5.8284319592871725e-09,2.3363593282255124e-09,0.0,0.0
1,0,UPDATE,0.014805159531533718,0.006245164200663567,0.003766394918784499,0.004343917593359947,0.011235542595386505,0.00986830610781908,0.010357613675296307,0.0115813622251153,0.016700075939297676,0.020077034831047058,0.3663249909877777,0.008953814394772053,0.14505010843276978,0.011304555460810661,0.03989569470286369,0.009903649799525738,0.22978883981704712,0.0035333028063178062,0.014784743078052998,0.009553080424666405,0.05192656069993973
1,1,SELECT,2.2045354853617027e-05,0.006911959964782,0.028418155387043953,0.18297213315963745,0.7809886336326599,7.05596903571859e-06,3.7807572539350076e-07,9.501361637376249e-05,0.00045631948160007596,1.571199572936166e-05,3.407489930395968e-05,5.076948127680225e-06,2.2013293346390128e-05,7.810725719537004e-07,2.4190792373701697e-06,8.80062816577265e-06,1.785735003068112e-05,7.2954971983563155e-06,1.4336527783598285e-05,0.0,0.0
1,1,UPDATE,0.00035680862492881715,0.0009933465626090765,0.025878407061100006,0.7690073847770691,0.1554366797208786,0.00016607120051048696,0.00013814950943924487,0.0019389130175113678,0.0053557138890028,0.00047778288717381656,0.00040099702891893685,0.004937223624438047,0.0003195356694050133,0.005300599616020918,3.587084938772023e-05,0.0005993034574203193,0.004728829022496939,0.004069420043379068,0.0017934568459168077,0.016902782022953033,0.0011625775368884206
1,2,SELECT,7.927059050416574e-05,0.0008475930662825704,0.001556543749757111,0.9543793797492981,0.04243488237261772,8.765496750129387e-05,1.0558550457062665e-05,3.21289844578132e-05,0.00038470656727440655,2.5174789698212408e-05,1.721298644952185e-06,2.0366545072647568e-07,3.45862304129696e-07,6.142439087852836e-05,4.128774435230298e-06,1.59640985657461e-05,7.380555757663387e-07,4.793045263795648e-06,7.273209484992549e-05,0.0,0.0
1,2,UPDATE,0.010887795127928257,0.002971445210278034,0.023076986894011497,0.26120132207870483,0.09291348606348038,0.012159144505858421,0.021430136635899544,0.0074198246002197266,0.1710716038942337,0.020200425758957863,0.04960351437330246,0.010754474438726902,0.01769663579761982,0.10351657122373581,0.01685090735554695,0.005165924783796072,0.07949776947498322,0.010234366171061993,0.047115784138441086,0.019584858790040016,0.016647040843963623
1,3,SELECT,2.6782907980305026e-07,3.0916646210243925e-05,1.1831838492071256e-05,0.964164137840271,0.0002551533398218453,1.1568207810341846e-05,0.0005211113602854311,0.03411403298377991,6.436283001676202e-06,4.488001366098615e-07,1.4236373147014092e-07,4.810229370377783e-08,2.480915739511147e-08,7.287211474249489e-07,1.8827814862731884e-09,3.480991654214449e-05,1.5357660743120505e-07,0.0008477821247652173,4.915594900012366e-07,0.0,0.0
1,3,UPDATE,0.004201884381473064,0.005526149179786444,0.003653120482340455,0.07560686022043228,0.01116369478404522,0.005181103013455868,0.004990519490092993,0.003403889713808894,0.02309301309287548,0.005293956026434898,0.012511935085058212,0.04101099446415901,0.00755277369171381,0.0792742446064949,0.0012264612596482038,0.00320959510281682,0.48505982756614685,0.00932189542800188,0.023879973217844963,0.16225919127464294,0.0325789637863636
1,4,SELECT,0.0005523451254703104,0.003121169749647379,0.0007917401380836964,0.005467140581458807,0.030848639085888863,0.00010057637700811028,0.06006160005927086,0.8509879112243652,9.78869284153916e-05,0.0010965544497594237,0.001032860716804862,0.0065181138925254345,0.0005637284484691918,0.007216883823275566,3.3027481549652293e-06,0.009856726042926311,0.00039635872235521674,0.02089095674455166,0.000395527807995677,0.0,0.0
1,4,UPDATE,4.049218841828406e-05,0.0003101745096500963,6.271459824347403e-06,0.0001292175002163276,3.487131471047178e-05,1.090667319658678e-05,2.966633303458366e-07,0.001545517472550273,0.0004565990820992738,2.126022991433274e-05,1.0272974577674177e-05,0.0005713124992325902,5.4349835409084335e-05,0.02190982736647129,1.6815513959045347e-07,0.0005882104742340744,0.007818584330379963,4.612376869772561e-05,0.00012768212764058262,0.965569019317627,0.0007487874245271087
1,5,SELECT,8.465961087722462e-08,8.973050569238694e-08,4.202567822630954e-07,5.210792437537748e-07,0.0031707854941487312,2.4382674723710807e-07,1.5556004484551522e-08,1.3862099024208874e-07,6.905401050971705e-08,3.223952305120292e-08,0.2528855800628662,4.170741529918587e-09,0.3640764355659485,1.360560220042828e-09,0.0012603470822796226,6.685767317549107e-08,0.37860482931137085,1.1893246210092911e-07,1.921358148138097e-07,0.0,0.0
1,5,UPDATE,0.014168650843203068,0.024040523916482925,0.028241431340575218,0.0347302109003067,0.013896373100578785,0.05717378482222557,0.2932087182998657,0.04567528888583183,0.04938704892992973,0.04467754438519478,0.01607997715473175,0.03732181340456009,0.021097440272569656,0.054115280508995056,0.020647982135415077,0.03617622330784798,0.022962212562561035,0.03595436364412308,0.05841094255447388,0.0313643217086792,0.06066988781094551
1,6,SELECT,3.291743269073777e-05,6.480891170212999e-05,2.004607995331753e-05,1.6640447938698344e-05,0.00010250304330838844,2.6168318072450347e-05,0.0006197101320140064,0.9821897745132446,0.007274057250469923,0.00020618278358597308,9.051163942785934e-06,0.0009333426714874804,3.5151565498381387e-06,2.986874278576579e-05,2.209422973464825e-06,0.0015002385480329394,3.966109943576157e-06,0.006948686204850674,1.6227542801061645e-05,0.0,0.0
1,6,UPDATE,0.024142680689692497,0.015864215791225433,0.004461852367967367,0.015153929591178894,0.01388788316398859,0.15260115265846252,0.0021204068325459957,0.0062904804944992065,0.011201041750609875,0.006922126282006502,0.004499454516917467,0.1037970706820488,0.01174524612724781,0.10644809156656265,0.004502217285335064,0.023961596190929413,0.0773812085390091,0.0023830486461520195,0.12035204470157623,0.2104993462562561,0.08178489655256271
