block,condition,agent,n_mdps,final_cumreward_mean,final_cumreward_sd,final_cumreward_sem,opt_frac_mean,opt_frac_sd,opt_frac_sem,gap_regret_mean,gap_regret_sd,gap_regret_sem,pre_rate_mean,pre_rate_sd,pre_rate_sem,pre_pct_opt_mean,pre_pct_opt_sd,pre_pct_opt_sem,post_rate_mean,post_rate_sd,post_rate_sem,post_pct_opt_mean,post_pct_opt_sd,post_pct_opt_sem,end_rate_mean,end_rate_sd,end_rate_sem,end_pct_opt_mean,end_pct_opt_sd,end_pct_opt_sem,model
nonstationary,action_permute,tf_legacy,50,75.32422584533691,10.017256535229805,1.4166540049892509,0.24706666666666663,0.1059192350507758,0.014979241872499082,37.0495958518982,10.2369920950385,1.447729305870961,0.49305869936943053,0.1154454752705698,0.016326455684224757,66.18355331420898,16.087930330726252,2.275176926422654,0.4998660135269165,0.12229142059665464,0.017294618556966145,66.53196544647217,15.448114127861706,2.184693251270944,0.5086410105228424,0.10341363180118324,0.014624896062749092,68.50522804260254,15.097581396014665,2.1351204369275663,discrete
nonstationary,action_permute,tf_self,50,77.81653938293456,11.65365539211527,1.6480757506751764,0.2814666666666667,0.10689847261168899,0.015117726976441941,34.67078921318054,11.321914956351607,1.601160568330723,0.516111963391304,0.11666271737291438,0.016498599713207482,69.34196372985839,16.316134678752586,2.307449894819789,0.5165009659528732,0.11859509618854784,0.01677187934607861,68.9299458694458,16.092297095056907,2.2757944801566636,0.5189758282899857,0.10601021489844314,0.014992108365946463,69.6891291809082,14.763573413111088,2.0878845749912545,discrete
nonstationary,action_permute,optimal,50,112.1449819946289,6.673476860468286,0.9437721484257272,1.0,0.0,0.0,0.0,0.0,0.0,0.7476444089412689,0.05865873886789663,0.008295598405868122,100.00000091552734,3.3202135820067952e-06,4.695491077649364e-07,0.7521168255805969,0.05727986972186899,0.008100596861163113,99.99999938964844,4.315837287515549e-06,6.103515625e-07,0.747207053899765,0.05633074385952495,0.007966370194470511,99.99999984741211,3.6115464402947327e-06,5.107497957005085e-07,discrete
nonstationary,action_permute,epsgreedy,50,77.51251129150391,9.064594542617495,1.2819272539582804,0.27826666666666666,0.10966706986671947,0.015509265755123243,34.79263998985291,9.307965159424484,1.316345056655435,0.5419934266805648,0.0954276814565218,0.013495512134163265,73.08197456359864,14.913443580665893,2.1090794173463676,0.5068604201078415,0.11249453175624069,0.015909129250248642,67.40072078704834,14.001434656944596,1.980101878453173,0.5000058451294899,0.10534919672584053,0.014898626279479493,67.01268089294433,14.153816803252674,2.0016519682504135,discrete
nonstationary,action_permute,greedy,50,75.75514266967774,9.870919266790352,1.3959587900184802,0.28026666666666666,0.11761777520036629,0.01663366528645079,36.33972096443176,10.067689635249856,1.4237863223933385,0.5173769921064377,0.08938062720165618,0.012640329520199575,69.66916961669922,13.331920943712305,1.8854183411083854,0.4955061745643616,0.1100373137650388,0.015561626149362151,66.23044357299804,15.35737355877999,2.1718605969256624,0.49293245702981947,0.11699048258075175,0.016544952713427243,66.17564052581787,16.242475336730116,2.2970328907714235,discrete
nonstationary,action_permute,random,50,76.54237808227539,5.753691380488402,0.8136948383995873,0.26066666666666666,0.04005098791107483,0.0056640650290282896,36.14172002792358,6.3566911256949865,0.8989718801774547,0.5064195680618286,0.06932778970225466,0.009804430044627834,67.95104484558105,9.576246078720022,1.3542857081148023,0.5036549353599549,0.08463593605455766,0.011969328863249746,67.3134415435791,12.187876456340437,1.7236260181084382,0.5199025517702103,0.08027930561599886,0.011353208278004016,69.83912414550781,11.054543752446882,1.5633485700557146,discrete
nonstationary,action_permute,optimal_frozen,50,86.22724349975586,12.092571797807917,1.7101479040430356,0.48013333333333336,0.15854491412820018,0.02242163678053784,26.060476388931274,11.87337369786706,1.6791486114647582,0.7476444089412689,0.05865873886789663,0.008295598405868122,100.00000091552734,3.3202135820067952e-06,4.695491077649364e-07,0.4866532415151596,0.11914712156089025,0.01684994752291268,65.07921131134033,16.8780370302783,2.3869148874454886,0.48133795589208606,0.13118257037909858,0.018552017017708426,64.72379684448242,18.439704888990303,2.607768074016755,discrete
nonstationary,reward_resample,tf_legacy,50,74.15481903076171,8.878120188850714,1.2555557979451062,0.23720000000000002,0.13002766145618466,0.01838868823149937,36.64902617454529,8.899115249403398,1.2585249478827514,0.49305869936943053,0.1154454752705698,0.016326455684224757,66.18355331420898,16.087930330726252,2.275176926422654,0.4659078580141067,0.10006897793227806,0.01415189057646416,64.1696388244629,14.413790675067325,2.038417825788706,0.5015914732217789,0.08486494728652394,0.012001715942267994,69.78371681213379,11.637422361420933,1.6457800534585414,discrete
nonstationary,reward_resample,tf_self,50,75.82931259155274,8.89351659727308,1.257733178905381,0.27026666666666666,0.13089061746930755,0.01851072864124835,34.89119108200073,9.690250711810798,1.3704083979438368,0.516111963391304,0.11666271737291438,0.016498599713207482,69.34196372985839,16.316134678752586,2.307449894819789,0.49786398112773894,0.09079744908286734,0.012840698392187154,68.53169700622558,13.052890724751604,1.8459575091117697,0.5016610735654831,0.10784088143066177,0.015251003709751073,69.90822914123535,15.683677739873184,2.2180069767617665,discrete
nonstationary,reward_resample,optimal,50,110.49433898925781,5.380017601454161,0.7608493857782442,1.0,0.0,0.0,0.0,0.0,0.0,0.7476444089412689,0.05865873886789663,0.008295598405868122,100.00000091552734,3.3202135820067952e-06,4.695491077649364e-07,0.7297138559818268,0.052635642789748825,0.00744380398974884,99.99999954223632,3.5851362399288784e-06,5.070148293462702e-07,0.7207517898082734,0.05854781819328707,0.00827991185363008,99.99999938964844,4.315837287515549e-06,6.103515625e-07,discrete
nonstationary,reward_resample,epsgreedy,50,75.7558837890625,7.710802507162341,1.0904721482409445,0.25093333333333334,0.0857752164386779,0.012130447440306594,34.56720628738403,6.464541702893147,0.9142242550757951,0.5419934266805648,0.0954276814565218,0.013495512134163265,73.08197456359864,14.913443580665893,2.1090794173463676,0.47467424273490905,0.08835241600751949,0.01249491849862638,65.12709938049316,11.626279024990074,1.6442041477074807,0.4872851902246475,0.09678037656967053,0.013686812111640339,67.85587020874023,13.590322405873579,1.9219618263409364,discrete
nonstationary,reward_resample,greedy,50,74.40285919189454,9.632182208283691,1.3621962714203624,0.252,0.11510027177360738,0.016277636537506468,36.34325336456299,8.890566964068972,1.2573160377772532,0.5173769921064377,0.08938062720165618,0.012640329520199575,69.66916961669922,13.331920943712305,1.8854183411083854,0.5042863130569458,0.10404099716142534,0.01471361892285084,69.27665664672851,14.227417432657912,2.012060669080822,0.48690917998552324,0.11660903520216447,0.016491007907814263,67.74282653808594,16.315746694027133,2.307395025493716,discrete
