block,condition,agent,n_mdps,return_mean,return_sd,return_sem,pct_opt_mean,pct_opt_sd,pct_opt_sem,opt_frac_mean,opt_frac_sd,opt_frac_sem,gap_regret_mean,gap_regret_sd,gap_regret_sem,return_regret_mean,return_regret_sd,return_regret_sem,model
long_horizon,eval,tf_legacy,50,503.6320861816406,82.20893072844177,11.626098478435264,67.28323257446289,10.783088731972354,1.5249590329027802,0.23076,0.12459871260841128,0.017620918922504277,245.11723613739014,81.42452315098015,11.515166494987819,245.44269653320313,81.77351660243714,11.564521622210806,discrete
long_horizon,eval,tf_self,50,515.04154296875,80.15319983228096,11.335374227041262,68.83589447021484,10.412495146477871,1.4725491854293031,0.28981999999999997,0.13734831187717672,0.019423984542575295,233.2473348712921,80.07687795187196,11.324580683203239,234.03323974609376,80.96076699679423,11.449581470699448,discrete
long_horizon,eval,optimal,50,749.0747827148438,43.16491707477756,6.1044411145860416,100.0,4.078082914923468e-06,5.767280166766773e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discrete
long_horizon,eval,epsgreedy,50,551.6604675292969,56.44857272356998,7.9830337122276624,73.76255752563476,7.361656173752857,1.0410954002448916,0.31724,0.14669927034026906,0.020746409770544563,196.77550305366515,59.9369033821362,8.476358164966284,197.41431518554688,59.88909071661842,8.469596432963439,discrete
long_horizon,eval,greedy,50,521.873441772461,69.88040501190116,9.882581651195542,69.84973724365234,9.717474357548141,1.374258402845736,0.29572,0.15414478219372532,0.02179936415474131,227.09916484832763,77.57557845331992,10.970843515762308,227.2013409423828,78.51459015979721,11.103639824815035,discrete
long_horizon,eval,random,50,506.3913348388672,37.51497697047381,5.305418922375838,67.67438018798828,4.374682476263631,0.6186735289007942,0.24938000000000002,0.01689208243466719,0.002388901207583067,242.44038118362425,38.908924983431355,5.502552940892597,242.68344787597655,38.701371143469224,5.473200395352891,discrete
long_horizon,contrast,tf_legacy,50,266.10600662231445,123.56431747851146,17.474633360348577,26.61060079574585,12.356431865380893,1.7474633526560739,0.22748000000000002,0.13006768096899807,0.0183943478452774,733.8939833450318,123.56433732085598,17.47463616647985,733.893994140625,123.56431590243247,17.47463313745735,discrete
long_horizon,contrast,tf_self,50,336.5010121154785,145.6602195951581,20.599465804971587,33.65010112762451,14.566021791572764,2.059946556746425,0.30158,0.1533265276513906,0.021683645487616997,663.4989774131775,145.66020879467428,20.599464277552514,663.4989916992188,145.66021818007022,20.599465604847936,discrete
long_horizon,contrast,optimal,50,1000.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discrete
long_horizon,contrast,epsgreedy,50,545.3870355224609,98.91648575712158,13.988903570000643,54.53870315551758,9.891648323885866,1.3988903213864485,0.52146,0.10412261414078215,0.014725161306763473,454.61299180984497,98.91648160888244,13.988902983351036,454.6129626464844,98.91648463631209,13.988903411494244,discrete
long_horizon,contrast,greedy,50,302.6430061340332,142.6246103591153,20.17016582980391,30.26430055618286,14.262460900131023,2.017016563778127,0.26593999999999995,0.15013115490619988,0.02123175154030839,697.3569892501831,142.62462405143484,20.170167766190307,697.3569903564453,142.6246113540948,20.17016597051526,discrete
long_horizon,contrast,random,50,286.967998046875,13.679785297124727,1.9346137897545848,28.696799964904784,1.3679783798257381,0.1934613577782732,0.24944,0.014399773240844986,0.0020364354612300156,713.0319858932495,13.679778936860709,1.9346128902774213,713.0319970703125,13.679783328336061,1.9346135113258216,discrete
