construction,sweep,seed,max_cos,beta,sigma,dim,rho,T,max_pred_err,w_linf,w_l1,max_w_linf,decision_agree,regret_diff,beta_max,max_err,final_err,greedy_agree,select_agree
mwu,beta_x_noise,3,0.0,20.0,0.03,,,500,0.994594174351222,0.0071182616581381,0.0142365233162764,0.2886711429176428,0.8853118712273642,31.0,,,,,
mwu,beta_x_noise,4,0.0,20.0,0.03,,,100,0.5706105731425776,0.1002408686570576,0.2004817373141155,0.1839764657036562,0.85,11.0,,,,,
mwu,beta_x_noise,4,0.0,20.0,0.03,,,500,0.8555926427967941,0.0483602568651889,0.0967205137378201,0.2448209746493176,0.894,13.0,,,,,
mwu,beta_x_noise,5,0.0,20.0,0.03,,,100,0.6263852101437442,0.0566497957188656,0.1132995914377311,0.1761374445094329,0.8181818181818182,5.0,,,,,
mwu,beta_x_noise,5,0.0,20.0,0.03,,,500,0.9745268123642138,0.5351477557454085,1.0702964080777246,0.6075116760619563,0.8517034068136272,19.0,,,,,
mwu,beta_x_noise,6,0.0,20.0,0.03,,,100,0.7512840026058464,0.0979507222837492,0.2140286236834205,0.1686690089666064,0.84,4.0,,,,,
mwu,beta_x_noise,6,0.0,20.0,0.03,,,500,0.9653052355204722,0.0017052738394633,0.004681146844769,0.1686690089666064,0.91,5.0,,,,,
mwu,beta_x_noise,7,0.0,20.0,0.03,,,100,0.6892308286816157,0.0491694820877134,0.0983389641754269,0.1396953177824763,0.84,10.0,,,,,
mwu,beta_x_noise,7,0.0,20.0,0.03,,,500,1.0226728282984496,0.0635464283297219,0.1270928566594437,0.2478282880007553,0.898,15.0,,,,,
mwu,beta_x_noise,8,0.0,20.0,0.03,,,100,0.6924679155073362,0.1744957413930022,0.3489914827860044,0.2370156076183268,0.7959183673469388,15.0,,,,,
mwu,beta_x_noise,8,0.0,20.0,0.03,,,500,1.005779582789877,0.0262279875977604,0.0524559751955206,0.2737062150218159,0.8995983935742972,37.0,,,,,
mwu,beta_x_noise,9,0.0,20.0,0.03,,,100,0.7642017461537565,0.116731259515393,0.2334625190307863,0.2310392590214464,0.81,9.0,,,,,
mwu,beta_x_noise,9,0.0,20.0,0.03,,,500,1.062959274798398,0.0025168840653416,0.0050337681306834,0.2823866064216846,0.86,26.0,,,,,
mwu,beta_x_noise,10,0.0,20.0,0.03,,,100,0.5628003957775546,0.0654039227117072,0.1308581981178365,0.1039576864399808,0.7857142857142857,3.0,,,,,
mwu,beta_x_noise,10,0.0,20.0,0.03,,,500,1.038865816300537,0.0119785757544797,0.0239571517224455,0.1039576864399808,0.9196787148594378,16.0,,,,,
mwu,beta_x_noise,11,0.0,20.0,0.03,,,100,0.7112791771776258,0.1035060922606507,0.2070121845213013,0.2968415405097365,0.7878787878787878,4.0,,,,,
mwu,beta_x_noise,11,0.0,20.0,0.03,,,500,0.9023157019124868,0.0024929711298489,0.0049859422596979,0.2968415405097365,0.9038076152304608,11.0,,,,,
mwu,beta_x_noise,12,0.0,20.0,0.03,,,100,0.7830294972181697,0.149989776249413,0.2999795524988259,0.341526874105139,0.8,14.0,,,,,
mwu,beta_x_noise,12,0.0,20.0,0.03,,,500,0.7830294972181697,5.739619446387678e-09,1.147923890632204e-08,0.341526874105139,0.948,20.0,,,,,
mwu,beta_x_noise,13,0.0,20.0,0.03,,,100,0.6666825411368988,0.098097092814853,0.2084111020192318,0.2112367807717437,0.81,15.0,,,,,
mwu,beta_x_noise,13,0.0,20.0,0.03,,,500,0.9572875138555894,0.3793157574181866,0.758631514836373,0.4321461134583504,0.81,29.0,,,,,
mwu,beta_x_noise,14,0.0,20.0,0.03,,,100,0.6743887526584899,0.1154487094919592,0.2360996947133296,0.1920201412778345,0.826530612244898,15.0,,,,,
mwu,beta_x_noise,14,0.0,20.0,0.03,,,500,0.7467802384764483,0.1696304304677695,0.3392608609355391,0.3886691694970677,0.8473895582329317,10.0,,,,,
mwu,beta_x_noise,15,0.0,20.0,0.03,,,100,0.727326361274315,0.0629230750573736,0.1258461501147473,0.1096713338774483,0.8673469387755102,3.0,,,,,
mwu,beta_x_noise,15,0.0,20.0,0.03,,,500,0.8176878573164342,0.0595698265745316,0.1191396531490634,0.1512966808241412,0.9156626506024096,-2.0,,,,,
mwu,beta_x_noise,16,0.0,20.0,0.03,,,100,0.7294458352011985,0.1858783980615714,0.3717567961231429,0.2234088112938537,0.7777777777777778,7.0,,,,,
mwu,beta_x_noise,16,0.0,20.0,0.03,,,500,1.0987758301140815,0.1599195657086104,0.3198391314172207,0.3524811789965323,0.8316633266533067,21.0,,,,,
mwu,beta_x_noise,17,0.0,20.0,0.03,,,100,0.7783041246464565,0.1295926426894865,0.2591852853789731,0.1959131958422849,0.8888888888888888,10.0,,,,,
mwu,beta_x_noise,17,0.0,20.0,0.03,,,500,0.8050157129330124,0.0006339285884687,0.0012678606234071,0.1959131958422849,0.9619238476953909,12.0,,,,,
mwu,beta_x_noise,18,0.0,20.0,0.03,,,100,0.7628094648240684,0.0429396265630374,0.0944357471733939,0.0694511660744606,0.73,13.0,,,,,
mwu,beta_x_noise,18,0.0,20.0,0.03,,,500,0.8997330137848065,5.085323707909595e-06,1.017070930664053e-05,0.0694511660744606,0.94,16.0,,,,,
mwu,beta_x_noise,19,0.0,20.0,0.03,,,100,0.7779948397506746,0.0319472218362125,0.0775577833642557,0.144533044375202,0.8282828282828283,14.0,,,,,
mwu,beta_x_noise,19,0.0,20.0,0.03,,,500,0.7779948397506746,1.2568424759021276e-08,2.525368264717933e-08,0.144533044375202,0.9639278557114228,15.0,,,,,
mwu,beta_x_noise,4,0.0,20.0,0.1,,,100,1.195712476249776,0.5544816795544092,1.1544382852286283,0.5746797032642629,0.78,18.0,,,,,
mwu,beta_x_noise,4,0.0,20.0,0.1,,,500,1.4801331715001351,0.3154487317119282,0.6308974634238566,0.5746797032642629,0.83,45.0,,,,,
mwu,beta_x_noise,5,0.0,20.0,0.1,,,100,0.9772370333992224,0.1654997554740218,0.3309995109480437,0.3808791517169101,0.7676767676767676,11.0,,,,,
mwu,beta_x_noise,5,0.0,20.0,0.1,,,500,1.410465845478363,0.8992549476940687,1.798511785863217,0.9362104905556508,0.7394789579158316,54.0,,,,,
mwu,beta_x_noise,6,0.0,20.0,0.1,,,100,1.216614893327644,0.1727323316765786,0.3713926947132822,0.3548702086151505,0.73,5.0,,,,,
mwu,beta_x_noise,6,0.0,20.0,0.1,,,500,1.4935811682621956,0.0169855538043797,0.0339711076087595,0.3548702086151505,0.754,23.0,,,,,
mwu,beta_x_noise,7,0.0,20.0,0.1,,,100,1.191004610467192,0.1790431115201754,0.358086223040351,0.407414639134841,0.78,16.0,,,,,
mwu,beta_x_noise,7,0.0,20.0,0.1,,,500,1.462020969163956,0.7321242575432932,1.4642485150865865,0.966503514607686,0.788,36.0,,,,,
mwu,beta_x_noise,0,0.0,20.0,0.1,,,100,1.2881958729620933,0.0438959346100518,0.0940877505601385,0.5695420724524123,0.68,18.0,,,,,
mwu,beta_x_noise,0,0.0,20.0,0.1,,,500,1.4454001019250813,5.873698269278993e-06,1.1766847520672378e-05,0.5695420724524123,0.78,54.0,,,,,
mwu,beta_x_noise,1,0.0,20.0,0.1,,,100,1.4106763961371278,0.0854981151601187,0.1775876020631361,0.5636958288620338,0.7070707070707071,22.0,,,,,
mwu,beta_x_noise,1,0.0,20.0,0.1,,,500,1.587242599005405,0.6684424549229824,1.3368849098488096,0.6977950806923746,0.8256513026052105,48.0,,,,,
mwu,beta_x_noise,2,0.0,20.0,0.1,,,100,1.1829498714113516,0.0668097914797734,0.2053700945006983,0.4600352176607667,0.6666666666666666,24.0,,,,,
mwu,beta_x_noise,2,0.0,20.0,0.1,,,500,1.4862500927453115,2.634026710079951e-07,5.528826683339986e-07,0.4724155834512574,0.7955911823647295,79.0,,,,,
mwu,beta_x_noise,3,0.0,20.0,0.1,,,100,1.231887937182816,0.0529807252487309,0.1059614504974619,0.3488595059652022,0.7216494845360825,21.0,,,,,
mwu,beta_x_noise,3,0.0,20.0,0.1,,,500,1.4638972803710304,0.2215297879811073,0.4430595759622149,0.953170389539112,0.7122736418511066,71.0,,,,,
mwu,beta_x_noise,8,0.0,20.0,0.1,,,100,1.1873115299843335,0.6441760023012699,1.2941500576249985,0.6441760023012699,0.673469387755102,25.0,,,,,
mwu,beta_x_noise,8,0.0,20.0,0.1,,,500,1.3307179975972,0.8801569298646823,1.7603138604171735,0.9779318004787756,0.7730923694779116,70.0,,,,,
mwu,beta_x_noise,9,0.0,20.0,0.1,,,100,1.2496987674691782,0.3698913161933219,0.7397826323866441,0.683494114420231,0.75,13.0,,,,,
mwu,beta_x_noise,9,0.0,20.0,0.1,,,500,1.4452368207802286,0.0075951949892451,0.01519038997849,0.9104975830290108,0.788,48.0,,,,,
mwu,beta_x_noise,10,0.0,20.0,0.1,,,100,1.056768042885294,0.2144151345670519,0.4288302691341038,0.340893704249188,0.7040816326530612,11.0,,,,,
mwu,beta_x_noise,10,0.0,20.0,0.1,,,500,1.422987597666857,0.0189710371818932,0.0379420748705217,0.3667134957103942,0.8072289156626506,46.0,,,,,
mwu,beta_x_noise,11,0.0,20.0,0.1,,,100,1.2349406465659332,0.3504920412424412,0.7009840824848825,0.6622843879764535,0.7171717171717171,11.0,,,,,
mwu,beta_x_noise,11,0.0,20.0,0.1,,,500,1.5234393234495731,0.0032230785927972,0.0064461571855946,0.6622843879764535,0.7955911823647295,41.0,,,,,
mwu,beta_x_noise,12,0.0,20.0,0.1,,,100,1.4788291162433866,0.8117455218972051,1.627513753872068,0.8117455218972051,0.61,25.0,,,,,
mwu,beta_x_noise,12,0.0,20.0,0.1,,,500,1.5089953841367516,7.17151258156079e-07,1.4343025164939792e-06,0.9274282500136756,0.668,132.0,,,,,
mwu,beta_x_noise,13,0.0,20.0,0.1,,,100,1.025535118149392,0.3739575651475705,0.778784498227335,0.5676117742478182,0.76,20.0,,,,,
mwu,beta_x_noise,13,0.0,20.0,0.1,,,500,1.5177961653431788,0.6868274132467884,1.3736548264935766,0.8245481039367021,0.77,49.0,,,,,
mwu,beta_x_noise,14,0.0,20.0,0.1,,,100,1.0858871410942492,0.28536970181487,0.57073940362974,0.4983638288823973,0.7959183673469388,18.0,,,,,
mwu,beta_x_noise,14,0.0,20.0,0.1,,,500,1.2545823252842996,0.4436797431478138,0.887513573300555,0.5374038262399004,0.7951807228915663,32.0,,,,,
mwu,beta_x_noise,15,0.0,20.0,0.1,,,100,1.1019101460304863,0.3240272609894242,0.6480545219788486,0.4495354944689065,0.7551020408163265,13.0,,,,,
mwu,beta_x_noise,15,0.0,20.0,0.1,,,500,1.4534681814519106,0.0820650991885601,0.1641301990015167,0.4495354944689065,0.7891566265060241,26.0,,,,,
mwu,beta_x_noise,16,0.0,20.0,0.1,,,100,1.4972481431466074,0.8138008799299805,1.627601759859961,0.8188535336021765,0.7373737373737373,7.0,,,,,
mwu,beta_x_noise,16,0.0,20.0,0.1,,,500,1.4972481431466074,0.9815250586454844,1.963052513162509,0.982635889685012,0.6773547094188377,46.0,,,,,
mwu,beta_x_noise,17,0.0,20.0,0.1,,,100,1.257360880709143,0.2228209203577376,0.4456418407154752,0.4216426339453963,0.7474747474747475,18.0,,,,,
mwu,beta_x_noise,17,0.0,20.0,0.1,,,500,1.257360880709143,0.0007452777291132,0.0014905758393548,0.4216426339453963,0.8236472945891784,51.0,,,,,
mwu,beta_x_noise,18,0.0,20.0,0.1,,,100,1.0561780770804372,0.0651229963751677,0.1731463071641364,0.3063641356868543,0.55,23.0,,,,,
mwu,beta_x_noise,18,0.0,20.0,0.1,,,500,1.3763619233284716,5.799000067030491e-06,1.1598293293766354e-05,0.3063641356868543,0.79,67.0,,,,,
mwu,beta_x_noise,19,0.0,20.0,0.1,,,100,1.6346141147797473,0.1652767821465425,0.330553564293085,0.6256602031545544,0.6363636363636364,31.0,,,,,
mwu,beta_x_noise,19,0.0,20.0,0.1,,,500,1.6838814870643302,7.807202250263112e-08,1.5614404470419805e-07,0.6256602031545544,0.8376753507014028,72.0,,,,,
mwu,beta_x_noise,0,0.0,20.0,0.3,,,100,2.295152812673331,0.4694106101996133,0.9388212203992266,0.9023467411137358,0.57,13.0,,,,,
mwu,beta_x_noise,0,0.0,20.0,0.3,,,500,2.536365437843365,0.0287974963281065,0.0575949926562132,0.9992141179272332,0.576,90.0,,,,,
mwu,beta_x_noise,1,0.0,20.0,0.3,,,100,2.460317864995398,0.191283652850685,0.5161644184067835,0.6284810639070575,0.5454545454545454,40.0,,,,,
mwu,beta_x_noise,1,0.0,20.0,0.3,,,500,2.88031772155834,0.4936238866281923,1.0221332767120228,0.9483122845149444,0.6152304609218436,131.0,,,,,
mwu,beta_x_noise,2,0.0,20.0,0.3,,,100,1.989003940938679,0.6860210355642167,1.3720420711284331,0.9683757482441792,0.5959595959595959,30.0,,,,,
mwu,beta_x_noise,2,0.0,20.0,0.3,,,500,2.790735567393804,0.7972488526268535,1.5944977052537068,0.9978578994860088,0.5691382765531062,145.0,,,,,
mwu,beta_x_noise,3,0.0,20.0,0.3,,,100,2.0245502850232784,0.7592373916376814,1.8431829890677545,0.7592373916376814,0.6082474226804123,31.0,,,,,
mwu,beta_x_noise,3,0.0,20.0,0.3,,,500,2.683614983477354,0.9174070119179124,1.834814023835825,0.996830719828084,0.5814889336016097,131.0,,,,,
mwu,beta_x_noise,4,0.0,20.0,0.3,,,100,1.902150513654457,0.7231649056530406,1.7028956151795525,0.7231649056530406,0.65,23.0,,,,,
mwu,beta_x_noise,4,0.0,20.0,0.3,,,500,3.2748688081265604,0.483226994557055,0.9664539891141102,0.9660867100814386,0.622,133.0,,,,,
mwu,beta_x_noise,5,0.0,20.0,0.3,,,100,1.7062846152917084,0.5723639549147705,1.144727909829541,0.7640954030512637,0.6666666666666666,15.0,,,,,
mwu,beta_x_noise,5,0.0,20.0,0.3,,,500,2.6105921013789306,0.7977027864553821,1.595405572910764,0.9964461263097169,0.625250501002004,111.0,,,,,
mwu,beta_x_noise,6,0.0,20.0,0.3,,,100,2.299935109790308,0.3096289215999624,0.7831571782157463,0.8295516744605158,0.6,4.0,,,,,
mwu,beta_x_noise,6,0.0,20.0,0.3,,,500,2.9371872509083525,0.9840421702080048,1.968084340416009,0.9956410441946212,0.584,46.0,,,,,
mwu,beta_x_noise,7,0.0,20.0,0.3,,,100,1.835270341595628,0.8017076149455492,1.6897283487878727,0.8017076149455492,0.68,22.0,,,,,
mwu,beta_x_noise,7,0.0,20.0,0.3,,,500,2.440772361674325,0.8618844371355519,1.7237688742711037,0.985489052767046,0.648,98.0,,,,,
mwu,beta_x_noise,0,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,0,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,1,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,1,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,2,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,2,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,3,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,3,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,4,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,4,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,5,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,5,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,6,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,6,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,7,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,7,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,8,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,8,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,9,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,9,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,10,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,10,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,11,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,11,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,8,0.0,20.0,0.3,,,100,2.188888421990112,0.7796341361977317,1.5592682723954634,0.7796341361977317,0.6020408163265306,33.0,,,,,
mwu,beta_x_noise,8,0.0,20.0,0.3,,,500,2.5724729462457514,0.6933961110678044,1.3867922221356084,0.9878883072304768,0.6164658634538153,149.0,,,,,
mwu,beta_x_noise,9,0.0,20.0,0.3,,,100,2.1518415830581645,0.5757900440083206,1.151580088016641,0.6871868387173963,0.58,24.0,,,,,
mwu,beta_x_noise,9,0.0,20.0,0.3,,,500,2.439762815244287,0.9309311039379948,1.8618622078759897,0.9716510490903916,0.608,116.0,,,,,
mwu,beta_x_noise,10,0.0,20.0,0.3,,,100,2.3085012279433097,0.6848164403088626,1.564081586132391,0.8629149119155017,0.5612244897959183,25.0,,,,,
mwu,beta_x_noise,10,0.0,20.0,0.3,,,500,2.8688054593847103,0.9554422724414334,1.9108845448828669,0.9691097383602464,0.570281124497992,154.0,,,,,
mwu,beta_x_noise,11,0.0,20.0,0.3,,,100,2.103431529301381,0.3287003742988587,0.6574007485977174,0.7907102642240454,0.6565656565656566,8.0,,,,,
mwu,beta_x_noise,11,0.0,20.0,0.3,,,500,2.584815286943774,0.930943318420994,1.861886636841988,0.9835076374528412,0.5891783567134269,79.0,,,,,
mwu,beta_x_noise,12,0.0,20.0,0.3,,,100,2.5504069030988896,0.8032036749343039,1.6064073498686078,0.8500365997270106,0.64,24.0,,,,,
mwu,beta_x_noise,12,0.0,20.0,0.3,,,500,2.765491570584352,0.3104271058891309,0.620854211778262,0.9993442473948386,0.56,168.0,,,,,
mwu,beta_x_noise,13,0.0,20.0,0.3,,,100,2.3389292027004647,0.4386434904967614,0.9669010918431712,0.7481394724191597,0.67,31.0,,,,,
mwu,beta_x_noise,13,0.0,20.0,0.3,,,500,3.09057003787058,0.8578258691560994,1.7349427803247433,0.9081089514174184,0.65,105.0,,,,,
mwu,beta_x_noise,14,0.0,20.0,0.3,,,100,2.283396882940381,0.3953990701856427,1.0768421591817448,0.7871771591323624,0.7244897959183674,25.0,,,,,
mwu,beta_x_noise,14,0.0,20.0,0.3,,,500,2.4789985713397087,0.4754410355061257,1.2983191039147008,0.9733072507939804,0.6626506024096386,90.0,,,,,
mwu,beta_x_noise,15,0.0,20.0,0.3,,,100,1.9776838371612588,0.615724432449131,1.2314488648982622,0.8084558886173516,0.6938775510204082,13.0,,,,,
mwu,beta_x_noise,15,0.0,20.0,0.3,,,500,2.524697892546247,0.4846359728912483,0.9692719457824964,0.9714427992758764,0.6044176706827309,102.0,,,,,
mwu,beta_x_noise,12,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,12,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,13,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,13,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,14,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,14,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,15,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,15,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,16,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,16,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,17,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,17,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,18,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,18,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,19,0.0,50.0,0.0,,,100,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,19,0.0,50.0,0.0,,,500,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
mwu,beta_x_noise,16,0.0,20.0,0.3,,,100,2.8856657252872977,0.5849038227926665,1.2807350903483958,0.807498928632389,0.5959595959595959,11.0,,,,,
mwu,beta_x_noise,16,0.0,20.0,0.3,,,500,2.8856657252872977,0.8346876997160545,1.6693753994321088,0.9894830070699148,0.591182364729459,61.0,,,,,
mwu,beta_x_noise,17,0.0,20.0,0.3,,,100,2.107015906938287,0.3615126976537933,0.7230253953075866,0.9168102875834444,0.6161616161616161,25.0,,,,,
mwu,beta_x_noise,17,0.0,20.0,0.3,,,500,3.056083802282877,0.7311317845318464,1.4622635690636927,0.980421180594272,0.5751503006012024,135.0,,,,,
mwu,beta_x_noise,18,0.0,20.0,0.3,,,100,2.056994435148664,0.3000836526308938,0.6001673052617879,0.7654685147041552,0.47,23.0,,,,,
mwu,beta_x_noise,18,0.0,20.0,0.3,,,500,2.665730088835701,0.6431844612211619,1.2863689224423238,0.9942975958235876,0.554,119.0,,,,,
mwu,beta_x_noise,19,0.0,20.0,0.3,,,100,3.6706446501544434,0.5170390326454354,1.0340780652908708,0.974210014050738,0.5656565656565656,26.0,,,,,
mwu,beta_x_noise,19,0.0,20.0,0.3,,,500,3.6706446501544434,0.9883588349200616,1.976717669840124,0.9976686724802548,0.5390781563126252,171.0,,,,,
mwu,beta_x_noise,0,0.0,50.0,1e-05,,,100,0.0008411421437237,7.64493741039346e-06,1.6015456676477316e-05,5.072295232821933e-05,1.0,0.0,,,,,
mwu,beta_x_noise,0,0.0,50.0,1e-05,,,500,0.0008411421437237,7.549458835853782e-10,1.5121099241142383e-09,5.072295232821933e-05,1.0,0.0,,,,,
mwu,beta_x_noise,1,0.0,50.0,1e-05,,,100,0.0010726521124445,2.388571870816369e-05,4.907171419995388e-05,8.880047846943073e-05,1.0,1.0,,,,,
mwu,beta_x_noise,1,0.0,50.0,1e-05,,,500,0.0012558441790423,0.0001004293296942,0.0002008586593883,0.0001346154375833,1.0,1.0,,,,,
mwu,beta_x_noise,2,0.0,50.0,1e-05,,,100,0.0004925795584501,7.235557812013127e-06,1.447111562409044e-05,2.6024676036962013e-05,1.0,1.0,,,,,
mwu,beta_x_noise,2,0.0,50.0,1e-05,,,500,0.0004925795584501,1.0597200894579828e-10,2.1243065345452966e-10,2.6024676036962013e-05,1.0,1.0,,,,,
mwu,beta_x_noise,3,0.0,50.0,1e-05,,,100,0.0007749659784578,6.500338100123848e-06,1.300067620027892e-05,6.83536443203403e-05,1.0,0.0,,,,,
mwu,beta_x_noise,3,0.0,50.0,1e-05,,,500,0.0007749659784578,1.0320341139458122e-06,2.064068228019096e-06,6.83536443203403e-05,1.0,0.0,,,,,
mwu,beta_x_noise,4,0.0,50.0,1e-05,,,100,0.000639869689307,3.01376852114843e-05,6.027537042285368e-05,6.827392866065596e-05,1.0,0.0,,,,,
mwu,beta_x_noise,4,0.0,50.0,1e-05,,,500,0.0010183869865428,1.2085094987984712e-05,2.417018997743616e-05,9.01174488571188e-05,1.0,0.0,,,,,
mwu,beta_x_noise,5,0.0,50.0,1e-05,,,100,0.0008019746752891,2.036466868593489e-05,4.072933737172407e-05,6.888672671856444e-05,1.0,-1.0,,,,,
mwu,beta_x_noise,5,0.0,50.0,1e-05,,,500,0.0008019746752891,8.255805523021964e-05,0.0001651162321662,9.628340995981866e-05,1.0,-1.0,,,,,
mwu,beta_x_noise,6,0.0,50.0,1e-05,,,100,0.0005677465417812,5.086512472099458e-05,0.0001027786629015,6.484437600462467e-05,1.0,0.0,,,,,
mwu,beta_x_noise,6,0.0,50.0,1e-05,,,500,0.0005677465417812,1.6928375243807636e-06,3.607904757554664e-06,6.484437600462467e-05,1.0,0.0,,,,,
mwu,beta_x_noise,7,0.0,50.0,1e-05,,,100,0.0007545402534654,1.567903185742403e-05,3.1716203062772536e-05,4.739919280039029e-05,1.0,0.0,,,,,
mwu,beta_x_noise,7,0.0,50.0,1e-05,,,500,0.0007545402534654,9.470071128725444e-06,1.894014225757912e-05,5.881261592638465e-05,1.0,0.0,,,,,
mwu,beta_x_noise,8,0.0,50.0,1e-05,,,100,0.0005506873122745,4.620929525367412e-05,9.241859050726324e-05,7.763440066221872e-05,1.0,-1.0,,,,,
mwu,beta_x_noise,8,0.0,50.0,1e-05,,,500,0.0005506873122745,2.286396777351208e-06,4.572793554600739e-06,7.763440066221872e-05,1.0,-1.0,,,,,
mwu,beta_x_noise,9,0.0,50.0,1e-05,,,100,0.0006879067396381,3.71582506791257e-05,7.431650135839366e-05,6.217468131744508e-05,1.0,0.0,,,,,
mwu,beta_x_noise,9,0.0,50.0,1e-05,,,500,0.0006879067396381,8.65261054805444e-07,1.730522109590594e-06,7.346205797309491e-05,1.0,0.0,,,,,
mwu,beta_x_noise,10,0.0,50.0,1e-05,,,100,0.0012579541078883,2.169057140949393e-05,4.348728714817507e-05,3.490688530549679e-05,1.0,-1.0,,,,,
mwu,beta_x_noise,10,0.0,50.0,1e-05,,,500,0.0012579541078883,6.028734060848501e-06,1.2057468201237224e-05,3.490688530549679e-05,1.0,-1.0,,,,,
mwu,beta_x_noise,11,0.0,50.0,1e-05,,,100,0.0006793838513223,3.329184024142284e-05,6.65836804828665e-05,8.736015329829927e-05,1.0,1.0,,,,,
mwu,beta_x_noise,11,0.0,50.0,1e-05,,,500,0.000745998187286,1.08050064333981e-06,2.1610012866989063e-06,8.736015329829927e-05,1.0,1.0,,,,,
mwu,beta_x_noise,12,0.0,50.0,1e-05,,,100,0.0009806998606441,2.844355962339229e-05,5.688711924675336e-05,9.480514156184894e-05,1.0,0.0,,,,,
mwu,beta_x_noise,12,0.0,50.0,1e-05,,,500,0.0009806998606441,7.149836278586008e-13,1.4300550626038217e-12,9.480514156184894e-05,1.0,0.0,,,,,
mwu,beta_x_noise,13,0.0,50.0,1e-05,,,100,0.0007394629922023,2.9666129248151485e-05,6.341320478734161e-05,7.65820133499795e-05,1.0,0.0,,,,,
