block,condition,agent,n_mdps,return_mean,return_sd,return_sem,pct_opt_mean,pct_opt_sd,pct_opt_sem,opt_frac_mean,opt_frac_sd,opt_frac_sem,gap_regret_mean,gap_regret_sd,gap_regret_sem,return_regret_mean,return_regret_sd,return_regret_sem,n_states,n_actions,agreement_mean,agreement_sd,agreement_sem,tf_pred_true_opt_mean,tf_pred_true_opt_sd,tf_pred_true_opt_sem,teacher_true_opt_mean,teacher_true_opt_sd,teacher_true_opt_sem,model
size_sweep,2x2,tf_legacy,50,116.19100372314453,66.82003907597135,9.449780549953886,58.09550151824951,33.41001944723671,4.7248902621431,0.5589,0.3516844161623153,0.049735687101201,83.80900705337524,66.82004580958028,9.449781502229992,83.80899642944335,66.82003934167696,9.449780587530332,2,2,0.9871999999999999,0.01262326973392831,0.0017851999259215227,0.42839999999999995,0.33532415021033857,0.047421996101869375,0.43000000000000005,0.3375844565529083,0.04774165169034738,residual
size_sweep,2x2,tf_self,50,101.86500274658204,79.30320012137865,11.215166115124136,50.932501220703124,39.65160006199497,5.607583057746714,0.48350000000000004,0.4173852646939916,0.059027190206492705,98.13501056671143,79.30321102320076,11.215167656874604,98.13499771118164,79.30320068672272,11.215166195075861,2,2,0.9871999999999999,0.01262326973392831,0.0017851999259215227,0.42839999999999995,0.33532415021033857,0.047421996101869375,0.43000000000000005,0.3375844565529083,0.04774165169034738,residual
size_sweep,2x2,optimal,50,200.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9871999999999999,0.01262326973392831,0.0017851999259215227,0.42839999999999995,0.33532415021033857,0.047421996101869375,0.43000000000000005,0.3375844565529083,0.04774165169034738,residual
size_sweep,2x2,random,50,103.9740054321289,6.866230866214633,0.9710316813385498,51.98700218200683,3.4331155347891755,0.4855158550492613,0.4946,0.03613805727586182,0.005110693071733949,96.026003074646,6.866226949092314,0.9710311273737989,96.0259945678711,6.866230866214633,0.9710316813385498,2,2,0.9871999999999999,0.01262326973392831,0.0017851999259215227,0.42839999999999995,0.33532415021033857,0.047421996101869375,0.43000000000000005,0.3375844565529083,0.04774165169034738,residual
size_sweep,2x3,tf_legacy,50,69.37500175476075,67.91608570728233,9.604784951053219,34.68750087738037,33.95804285364117,4.802392475526609,0.3125,0.35745307955259337,0.05055149930153064,130.6250065803528,67.91608786305876,9.604785255926046,130.62499908447265,67.91608628933555,9.604785033367975,2,3,0.9843999999999999,0.012961481396815732,0.0018330302779823375,0.37000000000000005,0.3426010948670211,0.04845111148448126,0.37160000000000004,0.3440239668917245,0.04865233597596694,residual
size_sweep,2x3,tf_self,50,69.24200183868408,72.59934490921597,10.267097819001535,34.62100091934204,36.299672454607986,5.133548909500767,0.3118,0.3821018135502204,0.05403735669300773,130.7580087852478,72.59935024899914,10.267098574160912,130.75799942016602,72.59934575061774,10.267097937993714,2,3,0.9843999999999999,0.012961481396815732,0.0018330302779823375,0.37000000000000005,0.3426010948670211,0.04845111148448126,0.37160000000000004,0.3440239668917245,0.04865233597596694,residual
size_sweep,2x3,optimal,50,200.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.9843999999999999,0.012961481396815732,0.0018330302779823375,0.37000000000000005,0.3426010948670211,0.04845111148448126,0.37160000000000004,0.3440239668917245,0.04865233597596694,residual
size_sweep,2x3,random,50,72.07300025939941,6.413445173596932,0.9069981146037049,36.036500129699704,3.206722586798466,0.45349905730185247,0.32669999999999993,0.03375496939983316,0.004773673552273287,127.92700706481934,6.413440813469668,0.906997497988594,127.9270004272461,6.413445877727903,0.9069982141828619,2,3,0.9843999999999999,0.012961481396815732,0.0018330302779823375,0.37000000000000005,0.3426010948670211,0.04845111148448126,0.37160000000000004,0.3440239668917245,0.04865233597596694,residual
size_sweep,2x4,tf_legacy,50,41.806002140045166,54.61087719589942,7.7231443183532535,20.903001098632814,27.30543859973736,3.8615721594294388,0.16740000000000002,0.28742566030902955,0.040648126698307176,158.19398736953735,54.610875053444765,7.723144015364411,158.1939988708496,54.61087760944239,7.723144376837062,2,4,0.9828,0.011435712054965439,0.0016172539083525621,0.27,0.35674835354224416,0.050451835993371344,0.2676,0.35888466682436104,0.05075395631507609,residual
size_sweep,2x4,tf_self,50,48.62700235366821,63.04936195434976,8.916526277481166,24.313501091003417,31.524680912796395,4.45826312963609,0.20329999999999998,0.331838739419604,0.046929084580799536,151.37299098968506,63.04935970205919,8.916525958959179,151.37299850463867,63.04936255690289,8.916526362695047,2,4,0.9828,0.011435712054965439,0.0016172539083525621,0.27,0.35674835354224416,0.050451835993371344,0.2676,0.35888466682436104,0.05075395631507609,residual
