block,condition,agent,seed,return,opt_frac,gap_regret,model
nonstationary,action_permute,tf_legacy,9999,80.7008056640625,0.22666666666666666,29.82460308074951,residual
nonstationary,action_permute,tf_legacy,10000,86.96017456054688,0.2866666666666667,35.05613470077515,residual
nonstationary,action_permute,tf_legacy,10001,77.2916259765625,0.29333333333333333,33.220595359802246,residual
nonstationary,action_permute,tf_legacy,10002,84.92440795898438,0.4666666666666667,29.918336391448975,residual
nonstationary,action_permute,tf_legacy,10003,88.76173400878906,0.21333333333333335,31.810513019561768,residual
nonstationary,action_permute,tf_legacy,10004,58.037574768066406,0.21333333333333335,51.52960443496704,residual
nonstationary,action_permute,tf_legacy,10005,74.42575073242188,0.38,43.99501943588257,residual
nonstationary,action_permute,tf_legacy,10006,67.70835876464844,0.04666666666666667,45.398695945739746,residual
nonstationary,action_permute,tf_legacy,10007,78.69535827636719,0.32,36.1462664604187,residual
nonstationary,action_permute,tf_legacy,10008,70.87020874023438,0.10666666666666667,49.57164239883423,residual
nonstationary,action_permute,tf_legacy,10009,68.07292175292969,0.11333333333333333,47.23085021972656,residual
nonstationary,action_permute,tf_legacy,10010,72.59627532958984,0.19333333333333333,36.02697038650513,residual
nonstationary,action_permute,tf_legacy,10011,85.81747436523438,0.2866666666666667,32.634554386138916,residual
nonstationary,action_permute,tf_legacy,10012,75.77381896972656,0.3333333333333333,49.26257514953613,residual
nonstationary,action_permute,tf_legacy,10013,78.72409057617188,0.1,39.14019060134888,residual
nonstationary,action_permute,tf_legacy,10014,71.77254486083984,0.36666666666666664,47.46712779998779,residual
nonstationary,action_permute,tf_legacy,10015,86.760498046875,0.41333333333333333,25.13755178451538,residual
nonstationary,action_permute,tf_legacy,10016,72.113037109375,0.14666666666666667,30.776569366455078,residual
nonstationary,action_permute,tf_legacy,10017,74.18121337890625,0.26,36.126999378204346,residual
nonstationary,action_permute,tf_legacy,10018,70.41954040527344,0.17333333333333334,38.673964500427246,residual
nonstationary,action_permute,tf_legacy,10019,100.21141052246094,0.5733333333333334,14.99047565460205,residual
nonstationary,action_permute,tf_legacy,10020,83.14031982421875,0.37333333333333335,19.318228244781494,residual
nonstationary,action_permute,tf_legacy,10021,66.7878646850586,0.34,43.856313705444336,residual
nonstationary,action_permute,tf_legacy,10022,76.54336547851562,0.16666666666666666,36.75222873687744,residual
nonstationary,action_permute,tf_legacy,10023,68.43304443359375,0.3933333333333333,38.30540752410889,residual
nonstationary,action_permute,tf_legacy,10024,88.47770690917969,0.34,20.336896419525146,residual
nonstationary,action_permute,tf_legacy,10025,73.92329406738281,0.26,31.972187042236328,residual
nonstationary,action_permute,tf_legacy,10026,78.88558959960938,0.5866666666666667,20.28904151916504,residual
nonstationary,action_permute,tf_legacy,10027,64.38822174072266,0.10666666666666667,42.70004606246948,residual
nonstationary,action_permute,tf_legacy,10028,83.33576202392578,0.28,31.87151288986206,residual
nonstationary,action_permute,tf_legacy,10029,91.55583190917969,0.41333333333333333,17.236642837524414,residual
nonstationary,action_permute,tf_legacy,10030,74.97967529296875,0.20666666666666667,36.36632966995239,residual
nonstationary,action_permute,tf_legacy,10031,78.22877502441406,0.32666666666666666,32.544808864593506,residual
nonstationary,action_permute,tf_legacy,10032,73.74472045898438,0.22,18.906742572784424,residual
nonstationary,action_permute,tf_legacy,10033,91.75430297851562,0.4,29.478505611419678,residual
nonstationary,action_permute,tf_legacy,10034,79.9444580078125,0.26,30.72866201400757,residual
nonstationary,action_permute,tf_legacy,10035,86.21961975097656,0.26,38.734089374542236,residual
nonstationary,action_permute,tf_legacy,10036,78.99031829833984,0.2,35.975566387176514,residual
nonstationary,action_permute,tf_legacy,10037,87.00338745117188,0.16,18.51498031616211,residual
nonstationary,action_permute,tf_legacy,10038,76.13963317871094,0.3,28.75316858291626,residual
nonstationary,action_permute,tf_legacy,10039,77.48515319824219,0.14666666666666667,36.59757852554321,residual
nonstationary,action_permute,tf_legacy,10040,90.79022216796875,0.5466666666666666,20.938543796539307,residual
nonstationary,action_permute,tf_legacy,10041,66.21831512451172,0.26,39.017637729644775,residual
nonstationary,action_permute,tf_legacy,10042,86.91891479492188,0.2866666666666667,28.217081546783447,residual
