layer,head,query_token,ctx_0,ctx_1,ctx_2,ctx_3,S1,A2,R,S3,S3,A0,EVAL,S3,A1,EVAL,S3,A2,EVAL,S3,A3,EVAL,SEL,QCUR,QNXT,UPD
2,4,UPDATE,7.335576810874045e-05,5.544164014281705e-05,3.4972341381944716e-05,3.61873499059584e-05,3.463587927399203e-05,0.00915583223104477,0.1258889138698578,0.045577991753816605,0.04353231564164162,0.0636911392211914,0.0724191665649414,0.03764179348945618,0.07057611644268036,0.06834153085947037,0.028559193015098572,0.05524491146206856,0.06767766922712326,0.026863403618335724,0.03657373785972595,0.05545193329453468,0.008428698405623436,0.09454850852489471,0.08847754448652267,0.001114972517825663
2,5,SELECT,3.130597178824246e-05,1.183405129268067e-05,5.271964619169012e-05,3.235050826333463e-05,3.063945041503757e-05,0.00017895044584292918,0.0068429699167609215,0.17425796389579773,0.2165319323539734,0.022214092314243317,0.009016120806336403,0.17759349942207336,0.006170838605612516,0.0055786133743822575,0.1625855267047882,0.005933333653956652,0.01036197878420353,0.1641867309808731,0.02261330373585224,0.01312938891351223,0.0026458550710231066,0.0,0.0,0.0
2,5,UPDATE,0.00025523893418721855,0.0020688408985733986,0.06235742196440697,0.008626841008663177,0.011064169928431511,0.007709916681051254,0.007385556120425463,0.007910113781690598,0.00884217768907547,0.0069035752676427364,0.004225261975079775,0.01005201693624258,0.003037768881767988,0.0036922055296599865,0.013724954798817635,0.005485862493515015,0.0065666981972754,0.016503458842635155,0.02519739232957363,0.0123957684263587,0.001326155848801136,0.002138499403372407,0.002731164451688528,0.7697989344596863
2,6,SELECT,0.047317612916231155,0.1379459947347641,0.24185329675674438,0.33379891514778137,0.23894618451595306,9.4567374617327e-05,1.1802824673168288e-07,1.3825633686792571e-06,8.285247758976766e-07,2.327472202523495e-06,2.220387614215724e-06,1.0577577995718457e-06,3.0851203973725205e-06,3.037475607925444e-06,1.567583467476652e-06,4.860903572989628e-06,2.4990404199343175e-06,1.4421492551264237e-06,3.055196884815814e-06,1.9706353668880183e-06,1.3917449905420654e-05,0.0,0.0,0.0
2,6,UPDATE,0.02176811546087265,0.016432024538517,0.013634766452014446,0.010776412673294544,0.010758132673799992,0.017509423196315765,0.022662777453660965,0.004043229389935732,0.004562020767480135,0.004226649645715952,0.005911507643759251,0.0038987346924841404,0.0063255527056753635,0.0062071792781353,0.0035273092798888683,0.004620032850652933,0.005848526023328304,0.003640649374574423,0.003966537304222584,0.004910339135676622,0.0781845897436142,0.3490104377269745,0.3950968086719513,0.002478271722793579
2,7,SELECT,0.009398514404892921,0.010615088976919651,0.02815733104944229,0.019443925470113754,0.015413415618240833,0.026513809338212013,0.06290078163146973,0.0829261988401413,0.08414431661367416,0.057767320424318314,0.04738142713904381,0.0821441039443016,0.036965664476156235,0.03937108814716339,0.08145774155855179,0.0436067134141922,0.04404151067137718,0.08032067865133286,0.06608784198760986,0.0506046824157238,0.030737806111574173,0.0,0.0,0.0
2,7,UPDATE,0.004469854757189751,0.013773334212601185,0.7941471934318542,0.06224222108721733,0.10475216060876846,0.0011888560838997364,0.00019133770547341555,0.0004346041241660714,0.00035941367968916893,0.00011982735304627568,8.338463521795347e-05,0.0003611967258621007,4.177145819994621e-05,5.7772351283347234e-05,0.0004135094932280481,6.654377648374066e-05,6.400343409040943e-05,0.0004326340276747942,0.0002597742131911218,0.00010027554526459426,0.00019838281150441617,0.00012730983144138008,0.00015264260582625866,0.015961937606334686
3,0,SELECT,0.1336013823747635,0.21907062828540802,0.21339792013168335,0.2247881442308426,0.19945047795772552,0.0014765012310817838,0.00016526333638466895,0.000125637132441625,0.00011564625310711563,0.00017609303176868707,0.0001667623146204278,0.00012141527986386791,0.00014988276234362274,0.00015713715401943773,0.00014007750723976642,0.00016999943181872368,0.0001603224518476054,0.0001446134556317702,0.00021032548102084547,0.00018571692635305226,0.006026047747582197,0.0,0.0,0.0
3,0,UPDATE,0.00016163947293534875,6.955044227652252e-05,5.995366154820658e-05,5.846226849826053e-05,5.654373671859503e-05,0.008651724085211754,0.042399872094392776,0.035427745431661606,0.03832823783159256,0.043085262179374695,0.046870674937963486,0.04119788482785225,0.05888291075825691,0.05600949004292488,0.040635302662849426,0.0527571476995945,0.060374509543180466,0.04229235649108887,0.048049479722976685,0.0590040385723114,0.06846248358488083,0.1207277774810791,0.12956643104553223,0.006870508659631014
3,1,SELECT,0.16990084946155548,0.12972714006900787,0.1041594073176384,0.11614420264959335,0.10458618402481079,0.009891939349472523,0.00408870168030262,0.00253276783041656,0.002386315492913127,0.002438495634123683,0.0024621968623250723,0.0025759332347661257,0.0026692531537264585,0.0025466594379395247,0.0028359070420265198,0.002753825392574072,0.002320113591849804,0.0029046025592833757,0.002644905587658286,0.0025239125825464725,0.32790663838386536,0.0,0.0,0.0
