construction,sweep,beta,beta_max,sigma,dim,rho,T,max_pred_err_mean,w_linf_mean,w_l1_mean,max_w_linf_mean,decision_agree_mean,regret_diff_mean,max_cos_mean,diverged_mean,max_pred_err_sem,w_linf_sem,w_l1_sem,max_w_linf_sem,decision_agree_sem,regret_diff_sem,n
mwu,beta_x_dim,10.0,,,64.0,,100,6.890113696980697,0.6171875285962369,1.2500657957238577,0.6874902706875068,0.5705892259434233,22.85,0.3037448800457848,0.0,1.2018229897508244,0.06834113549998228,0.13773714266772585,0.04980190679166297,0.01940035971889131,2.7157193483398405,20
mwu,beta_x_dim,10.0,,,64.0,,500,370.9945868780821,0.5929709488052415,1.1859418981653673,0.7715649107029702,0.5132087946419615,140.45,0.3037448800457848,0.0,333.6922967613139,0.10441801063986039,0.20883602138907678,0.06156434097866415,0.007619122801820117,9.19166527492792,20
mwu,beta_x_dim,10.0,,,128.0,,100,2.9921152399636357,0.6095647625377378,1.2752580232157424,0.6247551728608138,0.6200016247048648,19.95,0.21509703921459797,0.0,0.452563832520134,0.061784485490778224,0.12313294345513733,0.05717858239020193,0.02234425037827886,2.840010192717068,20
mwu,beta_x_dim,10.0,,,128.0,,500,14.077188317353194,0.7648692302380801,1.5311184295253892,0.8200788329234664,0.5338527685480938,131.75,0.21509703921459797,0.0,2.5564623561034407,0.08374546957997522,0.16768694092389907,0.06461962333208564,0.012293335596040868,9.34425660921977,20
mwu,beta_x_dim,10.0,,,256.0,,100,1.5269508964241674,0.6187499723773007,1.2425237043117692,0.6379488742748488,0.6804505299151838,17.85,0.1550567335036368,0.0,0.22197188490924497,0.06890891906453304,0.13757320673369489,0.06323735203751249,0.023600902023012633,2.703092770571478,20
mwu,beta_x_dim,10.0,,,256.0,,500,5.887936029268313,0.7105067512565435,1.4210135093748018,0.7931856199397905,0.5676956648260522,125.35,0.1550567335036368,0.0,1.1205452068968025,0.09248345940265373,0.1849669191826777,0.06990270140995836,0.022966279797431228,10.306940686536887,20
mwu,beta_x_dim,10.0,,,512.0,,100,0.9878807045826695,0.5360444616085649,1.0914223647879493,0.54652358314364,0.7542114783432898,13.75,0.11256930318829403,0.0,0.12715265840410067,0.05998879619351961,0.12269201560936321,0.05678891708863757,0.024038140869971844,2.2790522037391816,20
mwu,beta_x_dim,10.0,,,512.0,,500,3.1428387832963187,0.6899789192353168,1.3801604748031802,0.7744179729545086,0.609012120251104,111.55,0.11256930318829403,0.0,0.5256712851647709,0.08960710239587939,0.17925095088350873,0.06780444463376796,0.028665092758095593,10.354372328431573,20
mwu,beta_x_dim,10.0,,,1024.0,,100,0.682827989070069,0.31997759729911573,0.649092610414684,0.33710285060088113,0.817079945255203,9.75,0.07631120382617425,0.0,0.07045405542923597,0.04917178668136955,0.09841816986223527,0.04767753755358864,0.02410410461805509,2.2825136190289492,20
mwu,beta_x_dim,10.0,,,1024.0,,500,2.306814326991023,0.367138298783467,0.734279351293871,0.5037295933524876,0.6181534852141881,110.5,0.07631120382617425,0.0,0.2684377120781363,0.09873653975577767,0.1974728750701609,0.08385110402501905,0.024175885006719043,10.975930604353278,20
mwu,beta_x_dim,10.0,,,2048.0,,100,0.47379113328866984,0.22045918206066925,0.44502449268196387,0.24141463500388688,0.8661734088199479,6.55,0.051551048728795304,0.0,0.05839715410352178,0.03725948516362293,0.07448010496794996,0.03447706849622622,0.02338522457383811,1.677207892835433,20
mwu,beta_x_dim,10.0,,,2048.0,,500,1.678190993547187,0.32879656599811946,0.65759314288173,0.4270785981696726,0.7039580517721746,87.25,0.051551048728795304,0.0,0.25408625474862073,0.0908008164975997,0.18160163108502436,0.07763395343676235,0.035308491132373575,14.00636603383205,20
mwu,beta_x_dim,10.0,,,4096.0,,100,0.4062993934492426,0.19443710033140038,0.4006553614571108,0.21137823148451296,0.8974113202294351,4.1,0.03922669294206142,0.0,0.0440307708403676,0.03125179086002426,0.061341767651273485,0.029406278018581335,0.018865448098850112,1.2245299850189566,20
mwu,beta_x_dim,10.0,,,4096.0,,500,1.3993066818287954,0.3010960110343356,0.6022223163428772,0.3983391521448403,0.7298960472576225,70.05,0.03922669294206142,0.0,0.1873307549843272,0.08227468501764333,0.1645435764915956,0.07238619364321021,0.033457331086061165,12.3872759419962,20
mwu,beta_x_dim,10.0,,,8192.0,,100,0.27559595866389397,0.1413600928343136,0.2867714221541141,0.1505072598743507,0.930639417528961,2.1,0.02690977681026293,0.0,0.03387635558368131,0.021078870194009672,0.04181362262373821,0.020056008801186964,0.01609133645133982,0.8268519882822535,20
mwu,beta_x_dim,10.0,,,8192.0,,500,0.9944672473041913,0.23856751019169073,0.47713502508640754,0.3248041608220257,0.8048585023318882,42.1,0.02690977681026293,0.0,0.15152417293319648,0.06641171521039539,0.1328234317549971,0.06345081370387487,0.03460655027971494,10.305568244502835,20
mwu,beta_x_dim,10.0,,,16384.0,,100,0.18668820944471237,0.10677883468116796,0.21630881237557958,0.11327867523702828,0.9497761934514513,2.05,0.018734089829520746,0.0,0.02861350061223098,0.01973154393863839,0.04042448392230869,0.01869589222151727,0.01379334372478843,0.8567840727793794,20
mwu,beta_x_dim,10.0,,,16384.0,,500,0.6178825238679672,0.17478586646112318,0.34957173433896543,0.24303923825914558,0.8956716088711001,16.9,0.018734089829520746,0.0,0.11623217910844784,0.051210744785303346,0.10242148981531983,0.05264000365523224,0.02921563055358951,7.1014824249292445,20
