construction,sweep,beta,beta_max,sigma,dim,rho,T,max_err_mean,final_err_mean,greedy_agree_mean,select_agree_mean,max_cos_mean,diverged_mean,max_err_sem,final_err_sem,greedy_agree_sem,select_agree_sem,n
q,beta_x_dim,100.0,,,64.0,,500,,,0.6963483084669254,0.6928369787902866,0.3383318772022451,1.0,,,0.0411264124099152,0.04372979344457993,20
q,beta_x_dim,100.0,,,128.0,,100,,,0.6784259266627208,0.6971346996822725,0.2366523087078432,1.0,,,0.034308302414092315,0.04092595398101307,20
q,beta_x_dim,100.0,,,128.0,,500,,,0.6954713609427506,0.692433964903233,0.2366523087078432,1.0,,,0.04093834925159972,0.04363306066368299,20
q,beta_x_dim,100.0,,,256.0,,100,,,0.671748216718338,0.6977068920024689,0.1697142247625794,1.0,,,0.03324762439210032,0.03839270165789694,20
q,beta_x_dim,100.0,,,256.0,,500,,,0.6941915562469058,0.6925366182609307,0.1697142247625794,1.0,,,0.04081434124172516,0.04326422462934741,20
q,beta_x_dim,100.0,,,512.0,,100,,,0.6710910827350782,0.6976152514989841,0.11945966216356807,1.0,,,0.03311687788276358,0.03997253048146067,20
q,beta_x_dim,100.0,,,512.0,,500,,,0.6940720917783225,0.6925333325669482,0.11945966216356807,1.0,,,0.04072228347100024,0.043598269696520746,20
q,beta_x_dim,100.0,,,1024.0,,100,,,0.6725699407437077,0.7028286352164018,0.09056164138314854,1.0,,,0.030261118487854604,0.039040985693627114,20
q,beta_x_dim,100.0,,,1024.0,,500,,,0.6943578940278403,0.6935415974798265,0.09056164138314854,1.0,,,0.040128810192067293,0.04340078011592828,20
q,beta_x_dim,100.0,,,2048.0,,100,,,0.6670950310707698,0.7044348399347269,0.06342080822861114,1.0,,,0.03167290227273459,0.0347378071624711,20
q,beta_x_dim,100.0,,,2048.0,,500,,,0.6933270183134461,0.6938456451550161,0.06342080822861114,1.0,,,0.040009483146300893,0.04237734632879768,20
q,beta_x_dim,100.0,,,4096.0,,100,3.281822903507e+64,3.281822903507e+64,0.6309761880606459,0.6699476657834793,0.043835166987457354,0.85,1.2710445450484682e+64,1.2710445450484682e+64,0.027919483061654385,0.0377164719193596,20
q,beta_x_dim,100.0,,,4096.0,,500,,,0.6860545958446289,0.6873713734813873,0.043835166987457354,1.0,,,0.03845307513527462,0.04250315676996437,20
q,beta_x_dim,100.0,,,8192.0,,100,1.249024302029849e+103,1.249024302029849e+103,0.6784865724617823,0.7170536998325242,0.031054482512492553,0.3,1.0450087056779985e+103,1.0450087056779985e+103,0.021858364932274218,0.02335960644245077,20
q,beta_x_dim,100.0,,,8192.0,,500,,,0.6876366922273511,0.695687781893982,0.031054482512492553,1.0,,,0.035085912136530464,0.037893712126555214,20
q,beta_x_dim,100.0,,,16384.0,,100,229.93528170573495,226.69833959058437,0.7625520275196658,0.7869322537192553,0.021380935793739144,0.0,70.54446407420127,68.76962309574127,0.025658184463047722,0.030652341313406172,20
q,beta_x_dim,100.0,,,16384.0,,500,,,0.6942074846645216,0.7074459047246687,0.021380935793739144,1.0,,,0.02957444709140894,0.03165702034284666,20
q,beta_x_dim,1000.0,,,32.0,,100,,,0.685193414626345,0.692284177963036,0.45181358479635786,1.0,,,0.03731258185406802,0.0418369849203939,20
q,beta_x_dim,1000.0,,,32.0,,500,,,0.6967681389559238,0.691520772888073,0.45181358479635786,1.0,,,0.041510022607941066,0.04367724750756862,20
q,beta_x_dim,1000.0,,,64.0,,100,,,0.6818143952913926,0.6992113652652415,0.3383318772022451,1.0,,,0.03549615682489695,0.0409438192232438,20
q,beta_x_dim,1000.0,,,64.0,,500,,,0.6961130931473113,0.6928369787902866,0.3383318772022451,1.0,,,0.041151123832560886,0.043648341084493426,20
q,beta_x_dim,1000.0,,,128.0,,100,,,0.678162336571953,0.6971460183014009,0.2366523087078432,1.0,,,0.03439747838273113,0.04087441757334791,20
q,beta_x_dim,1000.0,,,128.0,,500,,,0.6954208436897609,0.692434374680519,0.2366523087078432,1.0,,,0.040954469598489175,0.043629821578653576,20
q,beta_x_dim,1000.0,,,256.0,,100,,,0.671748216718338,0.6971805762129952,0.1697142247625794,1.0,,,0.03324762439210032,0.03856087788153323,20
q,beta_x_dim,1000.0,,,256.0,,500,,,0.6941915562469058,0.6924356081599206,0.1697142247625794,1.0,,,0.04081434124172516,0.043276188122360275,20
q,beta_x_dim,1000.0,,,512.0,,100,,,0.6710055470070344,0.6970889357095105,0.11945966216356807,1.0,,,0.033059510594530085,0.03980255595694903,20
q,beta_x_dim,1000.0,,,512.0,,500,,,0.6940553363213671,0.6924323224659381,0.11945966216356807,1.0,,,0.040709408123951484,0.04357098603429319,20
q,beta_x_dim,1000.0,,,1024.0,,100,,,0.6714492261614124,0.7022911212186415,0.09056164138314854,1.0,,,0.03019759176509739,0.039130908342581414,20
q,beta_x_dim,1000.0,,,1024.0,,500,,,0.6941397730406281,0.6934401784310389,0.09056164138314854,1.0,,,0.04010963643079062,0.043396946567751386,20
q,beta_x_dim,1000.0,,,2048.0,,100,,,0.6666403203790086,0.7044350846828509,0.06342080822861114,1.0,,,0.03169670317742931,0.0350997493420013,20
q,beta_x_dim,1000.0,,,2048.0,,500,,,0.6932422622470378,0.6938456468190914,0.06342080822861114,1.0,,,0.04000400704621118,0.04245946780952791,20
q,beta_x_dim,1000.0,,,4096.0,,100,1.630641328386052e+50,1.630641328386052e+50,0.6317014351805137,0.6688837155854035,0.043835166987457354,0.9,5.156540644502503e+49,5.156540644502503e+49,0.028127693048077787,0.03764465222471413,20
q,beta_x_dim,1000.0,,,4096.0,,500,,,0.6863267329308889,0.6872703633803773,0.043835166987457354,1.0,,,0.03848797935883272,0.04240648076856124,20
q,beta_x_dim,1000.0,,,8192.0,,100,1.1957742636335755e+102,1.1957742636335755e+102,0.677699650098205,0.7149087573758185,0.031054482512492553,0.3,1.0004565271404318e+102,1.0004565271404318e+102,0.021712659250460627,0.023520430685921325,20
q,beta_x_dim,1000.0,,,8192.0,,500,,,0.6875047085160021,0.694271386284955,0.031054482512492553,1.0,,,0.035019847681953285,0.03765532817794943,20
q,beta_x_dim,1000.0,,,16384.0,,100,228.03558992893682,223.1505659868762,0.7613276392090538,0.7869499056868994,0.021380935793739144,0.0,70.29287702162954,67.65482375947023,0.02518078489048304,0.031090293968334518,20
q,beta_x_dim,1000.0,,,16384.0,,500,,,0.6952320189263871,0.7071395970379168,0.021380935793739144,1.0,,,0.0292204307324055,0.03161138674594117,20
q,beta_x_dim,1000000.0,,,32.0,,100,,,0.685193414626345,0.692284177963036,0.45181358479635786,1.0,,,0.03731258185406802,0.0418369849203939,20
q,beta_x_dim,1000000.0,,,32.0,,500,,,0.6967681389559238,0.691520772888073,0.45181358479635786,1.0,,,0.041510022607941066,0.043677247507568635,20
q,beta_x_dim,1000000.0,,,64.0,,100,,,0.6818143952913926,0.6986794503716245,0.3383318772022451,1.0,,,0.03549615682489695,0.04120630239726015,20
q,beta_x_dim,1000000.0,,,64.0,,500,,,0.6961130931473113,0.6927357642153879,0.3383318772022451,1.0,,,0.041151123832560886,0.04369247662180191,20
q,beta_x_dim,1000000.0,,,128.0,,100,,,0.678162336571953,0.6976723340908746,0.2366523087078432,1.0,,,0.03439747838273113,0.04081906594699633,20
