construction,sweep,seed,max_cos,beta,beta_max,sigma,dim,rho,T,max_err,final_err,greedy_agree,select_agree,max_pred_err,w_linf,w_l1,max_w_linf,decision_agree,regret_diff
mwu,beta_route,3,0.0,2.0,,,,,100,,,,,0.3530508605407918,0.20353805454723362,0.40707610909446723,0.3941145696729915,0.9896907216494846,2.0
mwu,beta_route,3,0.0,2.0,,,,,500,,,,,0.3530508605407918,0.002025461024072195,0.004050922048144294,0.3941145696729915,0.9979879275653923,2.0
mwu,beta_route,4,0.0,2.0,,,,,100,,,,,0.5070876990460345,0.5496490431595344,1.099298086319069,0.5607906011258332,0.94,4.0
mwu,beta_route,4,0.0,2.0,,,,,500,,,,,0.6345768954865827,0.1301097414716178,0.26021948294323544,0.6580073209942491,0.95,1.0
mwu,beta_route,5,0.0,2.0,,,,,100,,,,,0.409264210087258,0.42045751899536765,0.8409150379907353,0.44029098863915395,0.9494949494949495,0.0
mwu,beta_route,5,0.0,2.0,,,,,500,,,,,0.41807381086857326,0.09976550946560536,0.19953101893121092,0.4583513852961426,0.9899799599198397,0.0
mwu,beta_route,6,0.0,2.0,,,,,100,,,,,0.478556724397247,0.3563866771980121,0.7127733543960243,0.5259121651628519,0.96,0.0
mwu,beta_route,6,0.0,2.0,,,,,500,,,,,0.478556724397247,0.0030694212054449554,0.006138842410889932,0.5259121651628519,0.992,0.0
mwu,beta_route,7,0.0,2.0,,,,,100,,,,,0.418063496651221,0.2436148960003438,0.4872297920006876,0.47044367034827894,0.97,-1.0
mwu,beta_route,7,0.0,2.0,,,,,500,,,,,0.418063496651221,0.01808363815299774,0.03616727630599553,0.47044367034827894,0.994,-1.0
mwu,beta_route,8,0.0,2.0,,,,,100,,,,,0.38174836841675697,0.21426982627740543,0.42853965255481086,0.4291372879710673,1.0,0.0
mwu,beta_route,8,0.0,2.0,,,,,500,,,,,0.38174836841675697,0.0030184192841652413,0.006036838568330701,0.4291372879710673,1.0,0.0
mwu,beta_route,9,0.0,2.0,,,,,100,,,,,0.42266505354171113,0.3684723731234397,0.7369447462468797,0.47472315815819754,1.0,0.0
mwu,beta_route,9,0.0,2.0,,,,,500,,,,,0.42266505354171113,0.013435761168442362,0.02687152233688459,0.47472315815819754,1.0,0.0
mwu,beta_route,10,0.0,2.0,,,,,100,,,,,0.4387344481612008,0.3240823634076593,0.6481647268153186,0.4915249717540413,0.9591836734693877,-2.0
mwu,beta_route,10,0.0,2.0,,,,,500,,,,,0.4387344481612008,0.019840306357569726,0.0396806127151396,0.4915249717540413,0.9919678714859438,-2.0
mwu,beta_route,11,0.0,2.0,,,,,100,,,,,0.7008806920715484,0.6884636261385402,1.3769272522770803,0.7198128904598218,0.7676767676767676,7.0
mwu,beta_route,11,0.0,2.0,,,,,500,,,,,0.9568928094443109,0.9525741528438294,1.9051483056876588,0.9569081103238116,0.591182364729459,30.0
mwu,beta_route,12,0.0,2.0,,,,,100,,,,,0.34336959548841917,0.08358941161890887,0.16717882323781774,0.38663418565094354,1.0,0.0
mwu,beta_route,12,0.0,2.0,,,,,500,,,,,0.34336959548841917,1.5056207391950238e-09,3.0112413107397624e-09,0.38663418565094354,1.0,0.0
mwu,beta_route,13,0.0,2.0,,,,,100,,,,,0.5221942706079765,0.5105692096127583,1.0211384192255166,0.6470017869972782,0.94,2.0
mwu,beta_route,13,0.0,2.0,,,,,500,,,,,0.7965784402423662,0.742505677475638,1.4850113549512762,0.7965784669820204,0.78,16.0
mwu,beta_route,14,0.0,2.0,,,,,100,,,,,0.3986090273059251,0.43594382191875525,0.8718876438375104,0.4463365423189489,0.9387755102040817,2.0
mwu,beta_route,14,0.0,2.0,,,,,500,,,,,0.5433236664635686,0.45099335224422155,0.9019867044884431,0.5433236664635686,0.9738955823293173,1.0
mwu,beta_route,15,0.0,2.0,,,,,100,,,,,0.2781716710302137,0.27353185734074714,0.5470637146814942,0.3034674045154454,0.9693877551020408,3.0
mwu,beta_route,15,0.0,2.0,,,,,500,,,,,0.2839522250210984,0.08317285273934072,0.16634570547868158,0.3148304948250278,0.9939759036144579,3.0
mwu,beta_route,16,0.0,2.0,,,,,100,,,,,0.654968108290283,0.6055617173007468,1.2111234346014936,0.6774345618215976,0.7272727272727273,-2.0
mwu,beta_route,16,0.0,2.0,,,,,500,,,,,0.654968108290283,0.012276849524360367,0.024553699048720793,0.6774345618215976,0.9338677354709419,-6.0
mwu,beta_route,17,0.0,2.0,,,,,100,,,,,0.42683250056850686,0.2463424373085754,0.4926848746171508,0.47232818220404765,0.98989898989899,-1.0
mwu,beta_route,17,0.0,2.0,,,,,500,,,,,0.42683250056850686,0.0007464428277416113,0.001492885655483197,0.47232818220404765,0.9979959919839679,-1.0
mwu,beta_route,18,0.0,2.0,,,,,100,,,,,0.4046874712024169,0.11049401026344863,0.2209880205268972,0.4273232314068466,0.98,-2.0
mwu,beta_route,18,0.0,2.0,,,,,500,,,,,0.4046874712024169,5.8100337408939495e-06,1.1620067481883964e-05,0.4273232314068466,0.996,-2.0
mwu,beta_route,19,0.0,2.0,,,,,100,,,,,0.3306973330281904,0.07474697463112734,0.14949394926225468,0.37769774156116787,0.98989898989899,-1.0
mwu,beta_route,19,0.0,2.0,,,,,500,,,,,0.3306973330281904,1.9115322325014006e-08,3.823064454106777e-08,0.37769774156116787,0.9979959919839679,-1.0
mwu,beta_route,0,0.0,5.0,,,,,100,,,,,0.08143127625328128,0.0597978412697906,0.1195956825395811,0.08384777141443212,1.0,0.0
mwu,beta_route,0,0.0,5.0,,,,,500,,,,,0.11319077752308307,2.7549541237070763e-05,5.509908247405822e-05,0.11352486165902731,1.0,0.0
mwu,beta_route,1,0.0,5.0,,,,,100,,,,,0.056612506444488786,0.062023453451872324,0.12404690690374454,0.06291355473316762,0.98989898989899,1.0
mwu,beta_route,1,0.0,5.0,,,,,500,,,,,0.35384596147427216,0.31003523023531665,0.6200704604706333,0.3541322395637937,0.9979959919839679,1.0
mwu,beta_route,2,0.0,5.0,,,,,100,,,,,0.11793032930964154,0.07554148171877906,0.15108296343755825,0.12464419773800983,0.98989898989899,-1.0
mwu,beta_route,2,0.0,5.0,,,,,500,,,,,0.11793032930964154,2.8925848427618917e-07,5.785169685933983e-07,0.12464419773800983,0.9979959919839679,-1.0
mwu,beta_route,3,0.0,5.0,,,,,100,,,,,0.09508382263372614,0.09090852114800507,0.1818170422960103,0.09676506922658656,1.0,1.0
mwu,beta_route,3,0.0,5.0,,,,,500,,,,,0.21386637190180613,0.002025461024072195,0.004050922048144294,0.21393225181699005,1.0,1.0
mwu,beta_route,4,0.0,5.0,,,,,100,,,,,0.05115624401536088,0.03617594947374364,0.0729945145031303,0.04589486793901629,0.98,2.0
mwu,beta_route,4,0.0,5.0,,,,,500,,,,,0.2008457415507662,0.12905513208531239,0.25811026417062455,0.20201547265708464,0.988,4.0
mwu,beta_route,5,0.0,5.0,,,,,100,,,,,0.12805390075829834,0.1666481772692915,0.33329635453858286,0.1666481772692915,0.9696969696969697,0.0
mwu,beta_route,5,0.0,5.0,,,,,500,,,,,0.18973630300958788,0.09976550946560536,0.19953101893121092,0.19420120079099312,0.9939879759519038,0.0
mwu,beta_route,6,0.0,5.0,,,,,100,,,,,0.19813266394102114,0.22238656258503575,0.44477312517007156,0.22238656258503575,0.98,0.0
mwu,beta_route,6,0.0,5.0,,,,,500,,,,,0.21995318403591532,0.0030694212054449554,0.006138842410889932,0.22238656258503575,0.996,0.0
mwu,beta_route,7,0.0,5.0,,,,,100,,,,,0.11565361528575774,0.1302567627229273,0.26051352544585465,0.13223290758585826,0.99,-1.0
mwu,beta_route,7,0.0,5.0,,,,,500,,,,,0.18457832946808922,0.01808363815299774,0.03616727630599553,0.1868621778309446,0.998,-1.0
mwu,beta_route,8,0.0,5.0,,,,,100,,,,,0.12086746320036246,0.10612861369624371,0.2122572273924873,0.12402465091524517,1.0,0.0
mwu,beta_route,8,0.0,5.0,,,,,500,,,,,0.12086746320036246,0.0030184192841652413,0.006036838568330701,0.12402465091524517,1.0,0.0
mwu,beta_route,9,0.0,5.0,,,,,100,,,,,0.13356065907628623,0.1635029762569139,0.32700595251382775,0.1647681977045955,1.0,0.0
mwu,beta_route,9,0.0,5.0,,,,,500,,,,,0.21767941116643616,0.013435761168442362,0.02687152233688459,0.23952067972775326,1.0,0.0
mwu,beta_route,10,0.0,5.0,,,,,100,,,,,0.08471654194966682,0.09665046764819851,0.1933009352963969,0.09665046764819851,0.9693877551020408,-1.0
mwu,beta_route,10,0.0,5.0,,,,,500,,,,,0.10907652152184222,0.019840306357569726,0.0396806127151396,0.11023413127030723,0.9939759036144579,-1.0
mwu,beta_route,11,0.0,5.0,,,,,100,,,,,0.06630821574765022,0.06364534553319312,0.12729069106638635,0.06479137994344697,0.9696969696969697,-1.0
mwu,beta_route,11,0.0,5.0,,,,,500,,,,,0.0997668553671558,0.047426395831239865,0.09485279166247979,0.09977026002894052,0.9939879759519038,-1.0
mwu,beta_route,12,0.0,5.0,,,,,100,,,,,0.10940138888527323,0.07264124454051246,0.14528248908102515,0.11459858543020085,1.0,0.0
mwu,beta_route,12,0.0,5.0,,,,,500,,,,,0.10940138888527323,1.5056207391950238e-09,3.0112413107397624e-09,0.11459858543020085,1.0,0.0
mwu,beta_route,13,0.0,5.0,,,,,100,,,,,0.071235473078477,0.09606992887734572,0.19213985775469142,0.09606992887734572,0.99,-1.0
mwu,beta_route,13,0.0,5.0,,,,,500,,,,,0.7719926001536774,0.7423628354319494,1.484725670863899,0.7897310431044268,0.79,13.0
mwu,beta_route,14,0.0,5.0,,,,,100,,,,,0.08412400496265615,0.08723123101572683,0.18712483136582633,0.08723123101572683,0.9693877551020408,-1.0
mwu,beta_route,14,0.0,5.0,,,,,500,,,,,0.4796005964261278,0.45099335098675075,0.9019867019735016,0.48051077482990323,0.9799196787148594,-2.0
mwu,beta_route,15,0.0,5.0,,,,,100,,,,,0.09887631596419766,0.10287691679991218,0.20575383359982427,0.10287691679991218,1.0,0.0
mwu,beta_route,15,0.0,5.0,,,,,500,,,,,0.23147390055375083,0.08317285273934072,0.16634570547868158,0.231480652731907,1.0,0.0
mwu,beta_route,16,0.0,5.0,,,,,100,,,,,0.07448976548288022,0.044242637416350844,0.13186523041721923,0.053403796342167076,0.9797979797979798,3.0
mwu,beta_route,16,0.0,5.0,,,,,500,,,,,0.10959002379498638,0.012276849524360367,0.024553699048720793,0.10978249543172813,0.9859719438877755,0.0
mwu,beta_route,17,0.0,5.0,,,,,100,,,,,0.11196869705701873,0.12916235901409878,0.25832471802819756,0.12916235901409878,0.98989898989899,-1.0
mwu,beta_route,17,0.0,5.0,,,,,500,,,,,0.12010107009318861,0.0007464428277416113,0.001492885655483197,0.12916235901409878,0.9979959919839679,-1.0
mwu,beta_route,18,0.0,5.0,,,,,100,,,,,0.10544391380518481,0.07789467861226262,0.15578935722452517,0.10938682903143038,1.0,0.0
mwu,beta_route,18,0.0,5.0,,,,,500,,,,,0.10544391380518481,5.8100337408939495e-06,1.1620067481883964e-05,0.10938682903143038,1.0,0.0
mwu,beta_route,19,0.0,5.0,,,,,100,,,,,0.0839756723799881,0.06070880796912559,0.12141761593825107,0.09515163895202583,1.0,0.0
mwu,beta_route,19,0.0,5.0,,,,,500,,,,,0.0839756723799881,1.9115322325014006e-08,3.823064454106777e-08,0.09515163895202583,1.0,0.0
mwu,beta_route,0,0.0,10.0,,,,,100,,,,,0.0006665031115707931,0.0006464452705876589,0.0012928905411752085,0.0006796493668621562,1.0,0.0
